#Metacyc pathway and RXN mapping file
#Pathway	RXN
SULFMETII-PWY	SULFATE-ADENYLYLTRANS-RXN
SULFMETII-PWY	SULFITE-REDUCTASE-FERREDOXIN-RXN
SO4ASSIM-PWY	ADENYLYLSULFKIN-RXN
SO4ASSIM-PWY	SULFITE-REDUCT-RXN
SO4ASSIM-PWY	1.8.4.8-RXN
PWY-5703	RXN-20065
PWY-5703	UREA-CARBOXYLASE-RXN
PWY-5703	UREIDOGLYCOLATE-LYASE-RXN
PWY-5703	RXN0-5222
VALDEG-PWY	MEPROPCOA-FAD-RXN
VALDEG-PWY	3-HYDROXYISOBUTYRYL-COA-HYDROLASE-RXN
VALDEG-PWY	RXN-11213
VALDEG-PWY	1.2.1.25-RXN
VALDEG-PWY	2.6.1.22-RXN
VALDEG-PWY	BRANCHED-CHAINAMINOTRANSFERVAL-RXN
VALDEG-PWY	METHYLACYLYLCOA-HYDROXY-RXN
VALDEG-PWY	3-HYDROXYISOBUTYRATE-DEHYDROGENASE-RXN
PWY-5057	BRANCHED-CHAINAMINOTRANSFERVAL-RXN
PWY-5057	RXN-7657
PWY-5057	RXN-7643
PWY-6661	ANTHRANSYN-RXN
PWY-6661	RXN-17704
PWY-6661	AMINOBENZCOALIG-RXN
PWY-6661	RXN-17702
PWY-6661	RXN-17709
PWY-7708	RXN-17002
PWY-7708	RXN-17005
PWY-7708	RXN-17003
PWY-7708	RXN-17006
PWY-7708	RXN-17004
PWY-6703	RXN-12093
PWY-6703	RXN0-5507
PWY-6703	RXN0-6575
PWY-6703	GTP-CYCLOHYDRO-I-RXN
PWY-6808	RXN-12409
PWY-6808	RXN-12407
PWY-6808	RXN-12943
PWY-6808	RXN-12408
PWY-6808	RXN-12404
PWY-6808	DTDPGLUCOSEPP-RXN
PWY-6808	RXN-16262
PWY-6808	RXN-12406
PWY-6808	DTDPGLUCDEHYDRAT-RXN
PWY-6397	GALPMUT-RXN
PWY-6397	RXN-11079
PWY-6397	RXN-6380
PWY-6397	RXN-11075
PWY-6397	RXN-11070
PWY-6397	UDPGLUCEPIM-RXN
PWY-6397	RXN-11077
PWY-6397	RXN-11081
PWY-6397	RXN-11078
PWY-6397	RXN-11072
PWY-6397	RXN-11093
PWY-6397	RXN-11091
PWY-6397	RXN-11080
PWY-6397	RXN1G-1633
PWY-6397	RXN-11082
PWY-6397	RXN-11092
PWY-6397	RXN-11094
PWY-6404	RXN-6380
PWY-6404	PRPPSYN-RXN
PWY-6404	DTDPDEHYRHAMREDUCT-RXN
PWY-6404	RXN-11070
PWY-6404	NAG1P-URIDYLTRANS-RXN
PWY-6404	RXN-11078
PWY-6404	RXN-11027
PWY-7955	RXN-19263
PWY-7955	RXN-19262
PWY-7955	RXN-19270
PWY-7955	RXN-19261
PWY-6454	3.4.13.22-RXN
PWY-6454	DLACTDEHYDROGNAD-RXN
PWY-6454	RXN-11298
PWY-6455	5.1.1.18-RXN
PWY-6455	RXN-11299
PWY-6455	3.4.13.22-RXN
PWY-6626	RXN-11711
PWY-6626	RXN-11708
PWY-6626	RXN-11710
PWY-6626	RXN-11709
PWY-7820	RXN-18067
PWY-7820	UDP-N-ACETYLGLUCOSAMINE-4-EPIMERASE-RXN
PWY-7820	TRANS-RXN-322
PWY-7820	RXN-18063
PWY-7820	RXN-18066
PWY-7820	RXN-18064
PWY-7820	RXN-14571
PWY-7820	UGD-RXN
PWY-7820	RXN-18065
PWY-7548	RXN-15791
PWY-7548	RXN-15795
PWY-7548	RXN-15793
PWY-7548	RXN-15796
PWY-7548	RXN-15789
PWY-7548	RXN-15792
PWY-7548	RXN-15790
PWY-7548	RXN-15794
PWY-7953	UDP-NACMUR-ALA-LIG-RXN
PWY-7953	UDPNACETYLMURAMATEDEHYDROG-RXN
PWY-7953	DALADALALIG-RXN
PWY-7953	UDP-NACMURALGLDAPAALIG-RXN
PWY-7953	UDP-NACMURALGLDAPLIG-RXN
PWY-7953	RXN-19251
PWY-7953	UDPNACETYLGLUCOSAMENOLPYRTRANS-RXN
PWY-7953	RXN-19252
RIBOSYN2-PWY	RIBOPHOSPHAT-RXN
RIBOSYN2-PWY	RIBOFLAVIN-SYN-RXN
RIBOSYN2-PWY	RIBOFLAVINSYNREDUC-RXN
RIBOSYN2-PWY	GTP-CYCLOHYDRO-II-RXN
RIBOSYN2-PWY	LUMAZINESYN-RXN
RIBOSYN2-PWY	RIBOFLAVINSYNDEAM-RXN
RIBOSYN2-PWY	FADSYN-RXN
RIBOSYN2-PWY	RIBOFLAVINKIN-RXN
RIBOSYN2-PWY	DIOHBUTANONEPSYN-RXN
PWY-7959	RXN-19268
PWY-7959	RXN-19273
PWY-7959	RXN-19272
PWY-7959	RXN-19264
PWY-6167	RIBOPHOSPHAT-RXN
PWY-6167	RIBOFLAVIN-SYN-RXN
PWY-6167	RXN-10055
PWY-6167	RXN-10056
PWY-6167	RXN-10058
PWY-6167	LUMAZINESYN-RXN
PWY-6167	RXN-9296
PWY-6167	FADSYN-RXN
PWY-6167	RXN-10057
PWY-6167	DIOHBUTANONEPSYN-RXN
PWY-5935	RXN-9457
PWY-5935	RXN-9459
PWY-6660	RXN-17705
PWY-6660	RXN-17703
PWY-6660	RXN-17708
PWY-6660	AMINOBENZCOALIG-RXN
PWY-6660	RXN-17702
PWY-6660	RXN-17707
PWY-6660	RXN-17709
PWY-6660	RXN-11849
PWY0-1597	RXN-16937
PWY0-1597	RXN0-7298
PWY0-1597	RXN0-7309
PWY-8007	RXN-19817
PWY-8007	RXN-19818
PWY-8007	RXN-19816
PWY-6387	UDP-NACMUR-ALA-LIG-RXN
PWY-6387	UDPNACETYLMURAMATEDEHYDROG-RXN
PWY-6387	DALADALALIG-RXN
PWY-6387	UDP-NACMURALGLDAPAALIG-RXN
PWY-6387	UDP-NACMURALA-GLU-LIG-RXN
PWY-6387	UDP-NACMURALGLDAPLIG-RXN
PWY-6387	GLUTRACE-RXN
PWY-6387	UDPNACETYLGLUCOSAMENOLPYRTRANS-RXN
PWY-6386	UDPNACETYLMURAMATEDEHYDROG-RXN
PWY-6386	UDP-NACMUR-ALA-LIG-RXN
PWY-6386	DALADALALIG-RXN
PWY-6386	UDP-NACMURALA-GLU-LIG-RXN
PWY-6386	6.3.2.10-RXN
PWY-6386	6.3.2.7-RXN
PWY-6386	GLUTRACE-RXN
PWY-6386	UDPNACETYLGLUCOSAMENOLPYRTRANS-RXN
PWY-7236	RXN-14336
PWY-7236	RXN-14313
PWY-7907	RXN-17190
PWY-7907	RXN-18808
PWY-7907	RXN-18810
PWY-7907	RXN-18807
PWY-7907	RXN-18809
PWY-7907	RXN-19486
PWY-7907	RXN-19484
PWY-7907	RXN-18803
PWY-7907	RXN-18804
PWY-7907	RXN-18805
PWY0-301	RXN0-705
PWY0-301	RIBULPEPIM-RXN
PWY0-301	RXN0-5214
PWY0-301	LXULRU5P-RXN
PWY-5979	RXN-9584
PWY-5979	RXN-9587
PWY-5979	RXN-9583
PWY-5979	RXN-9582
PWY-5979	RXN-9581
PWY-5979	RXN-9585
PWY-5979	RXN-9586
PWY-6961	LXULRU5P-RXN
PWY-6961	RIBULPEPIM-RXN
PWY-6961	RXN-12861
PWY-6961	RXN0-703
PWY-6961	RXN-12862
PWY-6961	RXN-12440
PWY-6961	RXN0-704
PWY-6961	RXN0-705
PWY-7954	RXN-19255
PWY-7954	RXN-19260
PWY-7954	RXN-19258
PWY-7954	RXN-19259
PWY-7954	RXN-19254
PWY-7954	RXN-19257
PWY-5521	RXN-8782
PWY-5521	RXN-8780
PWY-5521	RXN-8781
PWY-5521	D-SORBITOL-DEHYDROGENASE-RXN
PWY-7958	RXN-19272
PWY-7958	RXN-19283
PWY-7958	RXN-19282
PWY-7958	RXN-19268
PWY-7958	RXN-19264
PWY-7165	RXN0-6373
PWY-7165	1.1.1.274-RXN
PWY-7165	RXN-12108
PWY-7165	DEHYDROGLUCONATE-DEHYDROGENASE-RXN
PWY-7165	RXN0-7020
PWY-7165	GLUCONATE-2-DEHYDROGENASE-RXN
PWY-7165	GLUCONOLACT-RXN
PWY-6648	RXN-11762
PWY-6648	RXN-11763
PWY-6648	RXN-11764
PWY-7991	RIBOPHOSPHAT-RXN
PWY-7991	RIBOFLAVINSYNREDUC-RXN
PWY-7991	RXN-19530
PWY-7991	GTP-CYCLOHYDRO-II-RXN
PWY-7991	RIBOFLAVINSYNDEAM-RXN
PWY-7991	RXN-19529
PWY-7991	RXN-19531
PWY-7153	RXN-15414
PWY-7153	RXN-13866
PWY-7153	RXN-13867
PWY-7153	ASPARTATEKIN-RXN
PWY-7153	ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN
PWY-7153	RXN-13865
PWY-7153	RXN-13868
PWY-7153	RXN-13869
PWY-7751	RXN-17370
PWY-7751	RXN-17372
PWY-7751	RXN-17367
PWY-7751	ENTF-RXN
PWY-7751	RXN-17368
PWY-7751	RXN-17896
PWY-7751	RXN-17366
PWY-7751	RXN-17895
PWY8J2-20	RXN-14312
PWY8J2-20	RXN8J2-80
PWY8J2-20	RXN-14311
PWY-6657	RXN-11797
PWY-6657	RXN-11796
PWY-6657	RXN-7699
PWY-6795	RXN-12348
PWY-6795	RXN-12347
PWY-7218	PYRUVDEH-RXN
PWY-7218	1.18.1.2-RXN
PWY-7218	1.2.1.13-RXN
PWY-7218	PEPDEPHOS-RXN
PWY-7218	ACETYL-COA-ACETYLTRANSFER-RXN
PWY-7218	3PGAREARR-RXN
PWY-7218	RIBULOSE-BISPHOSPHATE-CARBOXYLASE-RXN
PWY-7218	2PGADEHYDRAT-RXN
PWY-7906	RXN-18801
PWY-7906	RXN-18802
PWY-7216	RXN-14251
PWY-7216	ACETYL-COA-ACETYLTRANSFER-RXN
PWY-7216	RXN-14255
PWY-7216	RXN-5901
PWY-7216	RXN-11662
PWY-6831	RXN-11795
PWY-6831	RXN-10842
PWY-6831	RXN-11794
PWY-6831	RXN-11793
PWY-7052	6.3.2.30-RXN
PWY-7052	RXN-13439
PWY-7052	RXN-13440
PWY-7052	3.4.15.6-RXN
PWY-7052	6.3.2.29-RXN
PWY-7531	RXN-15663
PWY-7531	RXN-15664
PWY-7531	RXN-15665
PWY-7531	RXN-15662
PWY1-3	RXN1-42
PWY1-3	RXN-5901
PWY1-3	ACETYL-COA-ACETYLTRANSFER-RXN
PWY-6069	RXN-9818
PWY-6069	RXN-9820
PWY-6069	RXN-9819
PWY-6421	RXN-11187
PWY-6421	RXN-11189
PWY-6421	RXN-11188
PWY-6421	1.8.1.15-RXN
PWY-7536	RXN-15716
PWY-7536	RXN-15715
PWY-7536	5-AMINOLEVULINIC-ACID-SYNTHASE-RXN
PWY-7536	RXN-15714
PWY-4621	RXN-982
PWY-4621	3.6.3.16-RXN
PWY-7957	RXN-19268
PWY-7957	RXN-19281
PWY-7957	RXN-19272
PWY-7957	RXN-19264
PWY-6644	RXN-11744
PWY-6644	RXN-11743
PWY-6644	RXN-11745
PWY-6644	2.5.1.63-RXN
PWY-6644	RXN-11746
PWY-6644	RXN-11747
PWY-7040	RXN-13346
PWY-7040	RXN-13347
PWY-7040	RXN-13342
PWY-7040	RXN-18167
PWY-7040	RXN-13343
PWY-7040	RXN-13345
PWY-7040	RXN-10922
PWY-7040	RXN-13341
PWY-7040	RXN-13340
PWY-7040	RXN-13344
PWY-7960	RXN-19293
PWY-7960	RXN-19261
PWY-7960	RXN-19266
CYANCAT-PWY	R524-RXN
CYANCAT-PWY	RXN0-5224
CYANCAT-PWY	RXN0-5222
PWY-7765	RXN-17499
PWY-7765	KYNURENINE-3-MONOOXYGENASE-RXN
PWY-7765	RXN-8665
PWY-7765	RXN-17500
PWY-7765	ARYLFORMAMIDASE-RXN
PWY-7717	KYNURENINE-3-MONOOXYGENASE-RXN
PWY-7717	RXN-17068
PWY-7717	RXN-8665
PWY-7717	RXN-17069
PWY-7717	RXN-17072
PWY-7717	ARYLFORMAMIDASE-RXN
PWY-6502	RXN-11409
PWY-6502	RXN-11410
PWY-6502	RXN-11396
PWY-6502	RXN-11397
PWY-6997	RXN-13098
PWY-6997	RXN-13095
PWY-6997	RXN-13097
PWY-6997	RXN-13100
PWY-6997	2-FUROATE--COA-LIGASE-RXN
PWY-6997	RXN-15854
PWY-6997	2-FUROYL-COA-DEHYDROGENASE-RXN
PWY-6997	RXN-13096
PWY1G-1	RXN1G-0
PWY1G-1	RXN1G-186
PWY-7685	RXN-16819
PWY-7685	1.1.1.83-RXN
PWY-1281	PHOSACETYLTRANS-RXN
PWY-1281	RXN-2364
P201-PWY	R202-RXN
P201-PWY	R201-RXN
P201-PWY	RXN-15252
P201-PWY	R204-RXN
P201-PWY	R203-RXN
P481-PWY	R422-RXN
P481-PWY	R421-RXN
P481-PWY	R424-RXN
P481-PWY	R423-RXN
PWY-7978	RXN-13065
PWY-7978	SUCCINATE-SEMIALDEHYDE-DEHYDROGENASE-RXN
PWY-7978	RXN-19382
P621-PWY	RXN-14377
P621-PWY	RXN-3962
P621-PWY	6-OXOHEXANOATE-OXIDATION-RXN
P621-PWY	R562-RXN
P621-PWY	R561-RXN
P621-PWY	3.5.2.12-RXN
P621-PWY	RXN-14376
PWY-5744	RXN-8974
PWY-5744	RXN-13230
PWY-5744	BIOTIN-CARBOXYL-RXN
PWY-5744	RXN-9086
PWY-5744	RXN-8960
PWY-5744	RXN-8965
PWY-5744	RXN-8963
PWY-5744	RXN-9087
PWY-5744	RXN-6383
PWY-5744	RXN-8961
PWY-5744	CITRAMALYL-COA-LYASE-RXN
PWY-5744	RXN0-5055
PWY-5744	RXN0-5224
PWY-7582	RXN-16014
PWY-7582	RXN-16015
P221-PWY	R222-RXN
P221-PWY	R221-RXN
P221-PWY	ALKANE-1-MONOOXYGENASE-RXN
P221-PWY	RUBREDOXIN--NAD+-REDUCTASE-RXN
P221-PWY	R223-RXN
P482-PWY	1.20.99.1-RXN
P482-PWY	R425-RXN
PWY-7308	R311-RXN
PWY-7308	R310-RXN
PWY-6151	S-ADENMETSYN-RXN
PWY-6151	ADENOSYLHOMOCYSTEINE-NUCLEOSIDASE-RXN
PWY-6151	RXN-7605
PWY-6151	HOMOCYSMET-RXN
PWY-6151	RIBOSYLHOMOCYSTEINASE-RXN
PWY-5041	ADENOSYLHOMOCYSTEINASE-RXN
PWY-5041	S-ADENMETSYN-RXN
PWY-5041	HOMOCYSMET-RXN
PWY-5041	RXN-7605
PWY-5088	METHYLASPARTATE-AMMONIA-LYASE-RXN
PWY-5088	METHYLASPARTATE-MUTASE-RXN
PWY-5088	CITRAMALATE-LYASE-RXN
PWY-5088	2.1.3.1-RXN
PWY-5088	S-2-METHYLMALATE-DEHYDRATASE-RXN
PWY-2503	BENZOATE-12-DIOXYGENASE-RXN
PWY-2503	1.3.1.25-RXN
PWY-5637	5.4.4.1-RXN
PWY-5637	RXN-18436
PWY-5637	RXN-18437
PWY-5430	CATECHOL-23-DIOXYGENASE-RXN
PWY-5430	1.3.1.25-RXN
PWY-5645	RXN-8834
PWY-5645	RXN-8838
PWY-5645	RXN-10381
PWY-5645	RXN-8837
PWY-5645	RXN-8835
PWY-5645	RXN-10246
PWY-5645	RXN-8836
PWY-5645	RXN-10245
PWY-5645	RXN-18438
PWY-7596	RXN-16068
PWY-7596	RXN-16070
PWY-7596	RXN-16069
PWY-7596	RXN-16024
PWY-7596	RXN3O-5304
PWY-7596	RXN-16023
PWY-7587	RXN-16067
PWY-7587	RXN-16024
PWY-7587	RXN-16023
P122-PWY	PHOSPHOKETOLASE-RXN
P122-PWY	PHOSACETYLTRANS-RXN
P122-PWY	FRUCTOKINASE-RXN
P122-PWY	PEPDEPHOS-RXN
P122-PWY	L-LACTATE-DEHYDROGENASE-RXN
P122-PWY	ACETALD-DEHYDROG-RXN
P122-PWY	RIBULP3EPIM-RXN
P122-PWY	GLUCOKIN-RXN
P122-PWY	DLACTDEHYDROGNAD-RXN
P122-PWY	RXN-15513
P122-PWY	6PGLUCONDEHYDROG-RXN
P122-PWY	ALCOHOL-DEHYDROG-RXN
P122-PWY	PHOSGLYPHOS-RXN
P122-PWY	PGLUCISOM-RXN
P122-PWY	GAPOXNPHOSPHN-RXN
P122-PWY	2PGADEHYDRAT-RXN
P122-PWY	GLU6PDEHYDROG-RXN
P122-PWY	6PGLUCONOLACT-RXN
ANAEROFRUCAT-PWY	PEPDEPHOS-RXN
ANAEROFRUCAT-PWY	L-LACTATE-DEHYDROGENASE-RXN
ANAEROFRUCAT-PWY	GLUCOKIN-RXN
ANAEROFRUCAT-PWY	6PFRUCTPHOS-RXN
ANAEROFRUCAT-PWY	PGLUCISOM-RXN
PWY-5530	GLUCONOKIN-RXN
PWY-5530	GLUCONOLACT-RXN
PWY-5530	1.1.99.28-RXN
PWY-7664	RXN-16627
PWY-7664	RXN-9533
PWY-7664	RXN-16625
PWY-7664	RXN-16622
PWY-7664	RXN-16620
PWY-7664	RXN-16621
PWY-7664	RXN-16615
PWY-7664	RXN-16619
PWY-7664	RXN-16616
PWY-7664	RXN-16614
PWY-7664	RXN-16623
PWY-7664	RXN-16628
PWY-7664	RXN-16626
PWY-7664	RXN-16624
PWY-6637	PHOSACETYLTRANS-RXN
PWY-6637	RXN-11738
PWY-6637	R231-RXN
PWY-6637	RXN-2364
PWY-6616	RXN-11691
PWY-6616	RXN-11689
PWY-6616	RXN-11690
PWY-6638	RXN-11738
PWY-6638	4.4.1.25-RXN
PWY-6638	RXN-11737
CENTBENZCOA-PWY	RXN-8032
CENTBENZCOA-PWY	RXN-15012
CENTBENZCOA-PWY	1.1.1.259-RXN
CENTBENZCOA-PWY	4.2.1.100-RXN
CENTBENZCOA-PWY	1.3.99.15-RXN
CENTBENZCOA-PWY	RXN-15013
CENTBENZCOA-PWY	HADTHAUERA-RXN
PWY-1361	RXN-11053
PWY-1361	RXN-11054
PWY-1361	RXN-2401
PWY-1361	RXN-2424
PWY-1361	RXN-2425
PWY-1361	RXN0-2044
PWY-1361	RXN-3641
P321-PWY	RXN-8032
P321-PWY	R268-RXN
P321-PWY	RXN-8031
P321-PWY	1.1.1.259-RXN
P321-PWY	R265-RXN
P321-PWY	1.3.1.62-RXN
P321-PWY	1.3.99.15-RXN
P321-PWY	R267-RXN
P321-PWY	R266-RXN
PWY0-1337	RXN0-5391
PWY0-1337	RXN0-5390
UBISYN-PWY	4OHBENZOATE-OCTAPRENYLTRANSFER-RXN
UBISYN-PWY	RXN-8992
UBISYN-PWY	CHORPYRLY-RXN
UBISYN-PWY	FPPSYN-RXN
PWY-5181	4-HYDROXYBENZOATE-3-MONOOXYGENASE-RXN
PWY-5181	3-OXOADIPATE-COA-TRANSFERASE-RXN
PWY-5181	TOLUENE-4-MONOOXYGENASE-RXN
PWY-5181	RXN-16204
PWY-5181	PROTOCATECHUATE-34-DIOXYGENASE-RXN
PWY-5181	3-OXOADIPATE-ENOL-LACTONASE-RXN
PWY-5184	GLUTARYL-COA-DEHYDROG-RXN
PWY-5184	RXN-8032
PWY-5184	1.3.99.15-RXN
PWY-5184	RXN-904
PWY-6338	RXN-2
PWY-6338	PROTOCATECHUATE-45-DIOXYGENASE-RXN
PWY-6897	PYRIMSYN3-RXN
PWY-6897	THIAZOLSYN3-RXN
PWY-6897	THI-P-SYN-RXN
PWY-6897	THI-P-KIN-RXN
FAO-PWY	OHACYL-COA-DEHYDROG-RXN
FAO-PWY	ACYLCOASYN-RXN
FAO-PWY	KETOACYLCOATHIOL-RXN
FAO-PWY	ACYLCOADEHYDROG-RXN
FAO-PWY	ENOYL-COA-HYDRAT-RXN
FAO-PWY	ENOYL-COA-DELTA-ISOM-RXN
FAO-PWY	OHBUTYRYL-COA-EPIM-RXN
PWY-5340	ADENYLYLSULFKIN-RXN
PWY-5340	SULFATE-ADENYLYLTRANS-RXN
PWY-8017	INDOLELACTATE-DEHYDROGENASE-RXN
PWY-8017	RXN-19895
PWY-8017	TRYPTOPHAN-AMINOTRANSFERASE-RXN
PWY-8017	RXN-19885
PWY-8017	RXN-19896
PWY-7895	RXN-18712
PWY-7895	RXN-18713
PWY-7895	RXN-18714
PWY-7895	RXN-18715
PWY-7895	RXN-18711
PWY-7896	RXN-18721
PWY-7896	RXN-18722
FLUORENE-DEG-9-ONE-PWY	RXN-2502
FLUORENE-DEG-9-ONE-PWY	RXN-7282
FLUORENE-DEG-9-ONE-PWY	RXN-19492
FLUORENE-DEG-9-ONE-PWY	9-FLUORENOL-DEHYDROGENASE-RXN
FLUORENE-DEG-9-ONE-PWY	RXN-2501
FLUORENE-DEG-9-ONE-PWY	FLUORENE-OXYGENASE-RXN
FLUORENE-DEG-9-ONE-PWY	RXN-2506
FLUORENE-DEG-9-ONE-PWY	RXN-2505
PRPP-PWY	PRPPSYN-RXN
PRPP-PWY	PRPPAMIDOTRANS-RXN
PRPP-PWY	ATPPHOSPHORIBOSYLTRANS-RXN
PRPP-PWY	RXN0-1401
PRPP-PWY	GLUTAMIDOTRANS-RXN
PRPP-PWY	OROPRIBTRANS-RXN
PRPP-PWY	AICARTRANSFORM-RXN
PWY-2201	5-FORMYL-THF-CYCLO-LIGASE-RXN
PWY-2201	FORMYLTHFDEFORMYL-RXN
PWY-2201	2.1.1.19-RXN
PWY-2201	HOMOCYSMETB12-RXN
PWY-2201	1.5.1.15-RXN
PWY-2201	FORMATETHFLIG-RXN
PWY-2201	1.5.1.20-RXN
PWY-2201	METHENYLTHFCYCLOHYDRO-RXN
PWY-2201	GLYOHMETRANS-RXN
PWY-2201	GCVMULTI-RXN
PWY-2201	RXN-5061
PWY-2201	METHYLENETHFDEHYDROG-NADP-RXN
PWY-6630	CHORISMATE-SYNTHASE-RXN
PWY-6630	CHORISMATEMUT-RXN
FUC-RHAMCAT-PWY	LACTALDREDUCT-RXN
FUC-RHAMCAT-PWY	LACTALDDEHYDROG-RXN
FUC-RHAMCAT-PWY	RHAMNULPALDOL-RXN
FUC-RHAMCAT-PWY	FUCPALDOL-RXN
PWY-4821	UDP-GLUCURONATE-DECARBOXYLASE-RXN
PWY-4821	UGD-RXN
PWY-1622	RXN-2881
PWY-1622	SERINE--GLYOXYLATE-AMINOTRANSFERASE-RXN
PWY-1622	HYDROXYPYRUVATE-REDUCTASE-RXN
PWY-1622	SERINE-GLYOXYLATE-AMINOTRANSFERASE-RXN
PWY-1622	GKI-RXN
PWY-1622	RXN-15513
PWY-1622	MALYL-COA-LYASE-RXN
PWY-1622	RXN-2802
PWY-1622	PEPCARBOX-RXN
PWY-1622	MALATE-DEH-RXN
PWY-1622	GLYOHMETRANS-RXN
PWY-1622	2PGADEHYDRAT-RXN
PWY-1622	MALATE--COA-LIGASE-RXN
PWY-5655	2-OXOPENT-4-ENOATE-HYDRATASE-RXN
PWY-5655	1.13.11.6-RXN
PWY-5655	4.1.1.77-RXN
PWY-5655	AMINO-CARBOXYMUCONATE-SEMIALDEHYDE-RXN
PWY-1861	1TRANSKETO-RXN
PWY-1861	2TRANSKETO-RXN
PWY-1861	R10-RXN
PWY-1861	6PFRUCTPHOS-RXN
PWY-1861	RIB5PISOM-RXN
PWY-1861	TRANSALDOL-RXN
PWY-1861	F16ALDOLASE-RXN
PWY-1861	RIBULP3EPIM-RXN
PWY-1861	R12-RXN
PWY-1801	RXN-2962
PWY-1801	S-FORMYLGLUTATHIONE-HYDROLASE-RXN
PWY-1801	RXN-2961
PWY1G-170	RXN1G-129
PWY1G-170	1.2.1.66-RXN
PWY1G-170	RXN-6581
PWY-1723	RXN-2883
PWY-1723	3.5.4.27-RXN
PWY-1723	RXN-2884
PWY-1723	RXN-2882
PWY-7909	METHYLENETHFDEHYDROG-NADP-RXN
PWY-7909	FORMYLTHFDEFORMYL-RXN
PWY-7909	RXN-2881
PWY-7909	METHENYLTHFCYCLOHYDRO-RXN
GLUCARGALACTSUPER-PWY	GKI-RXN
GLUCARGALACTSUPER-PWY	TSA-REDUCT-RXN
PWY-7908	RXN-18813
PWY-7908	RXN-18815
PWY-7908	RXN-18814
PWY-5180	2-OXOPENT-4-ENOATE-HYDRATASE-RXN
PWY-5180	2-OH-6-OXOHEPTA-2-4-DIENOATE-HYDR-RXN
PWY-7317	DTDPDEHYDRHAMEPIM-RXN
PWY-7317	1.1.1.266-RXN
PWY-7317	DTDPGLUCDEHYDRAT-RXN
PWY-7317	RXN-13749
ALL-CHORISMATE-PWY	PABASYN-RXN
ALL-CHORISMATE-PWY	ISOCHORSYN-RXN
ALL-CHORISMATE-PWY	CHORISMATE-SYNTHASE-RXN
ALL-CHORISMATE-PWY	CHORPYRLY-RXN
ALL-CHORISMATE-PWY	RXN-9311
ALL-CHORISMATE-PWY	DMK-RXN
ALL-CHORISMATE-PWY	ADOMET-DMK-METHYLTRANSFER-RXN
PWY-7332	UDP-N-ACETYLGLUCOSAMINE-4-EPIMERASE-RXN
PWY-7332	5.1.3.23-RXN
PWY-7332	NAG1P-URIDYLTRANS-RXN
PWY-7332	RXN-9998
PWY-7332	RXN-14783
PWY-7332	UDPGLCNACEPIM-RXN
PWY-7332	RXN-14761
PWY-7332	RXN-14782
PWY-7332	RXN-13252
PWY-7332	1.1.1.136-RXN
SUCSYN-PWY	SUCROSE-PHOSPHATASE-RXN
SUCSYN-PWY	GLUC1PURIDYLTRANS-RXN
SUCSYN-PWY	PHOSPHOGLUCMUT-RXN
SUCSYN-PWY	PHOSGLYPHOS-RXN
SUCSYN-PWY	PGLUCISOM-RXN
SUCSYN-PWY	GAPOXNPHOSPHN-RXN
SUCSYN-PWY	SUCROSE-PHOSPHATE-SYNTHASE-RXN
SUCSYN-PWY	F16ALDOLASE-RXN
SUCSYN-PWY	F16BDEPHOS-RXN
PWY-5294	RXN-8174
PWY-5294	FESGSHTHIO-RXN
PWY-5294	R17-RXN
PWY-5294	RXN-10851
PWY-5294	SULFUR-DIOXYGENASE-RXN
PWY-5294	FESO3OXI-RXN
PWY-5294	SULFITE-DEHYDROGENASE-RXN
PWY-6629	ANTHRANSYN-RXN
PWY-6629	CHORISMATE-SYNTHASE-RXN
PWY-1541	TAURINE-AMINOTRANSFERASE-RXN
PWY-1541	RXN-2364
PWY-1541	TAURINE-DEHYDROGENASE-RXN
PWY-1541	RXN-2301
PWY-7622	UDPGLUCEPIM-RXN
PWY-7622	GALPMUT-RXN
THRESYN-PWY	ASPARTATEKIN-RXN
THRESYN-PWY	HOMOSERDEHYDROG-RXN
THRESYN-PWY	HOMOSERKIN-RXN
THRESYN-PWY	ASPAMINOTRANS-RXN
PWY-5179	2-OXOPENT-4-ENOATE-HYDRATASE-RXN
PWY-5179	2-OH-6-OXOHEPTA-2-4-DIENOATE-HYDR-RXN
PWY0-781	ASPARTATEKIN-RXN
PWY0-781	L-ASPARTATE-OXID-RXN
PWY0-781	HOMOCYSMETB12-RXN
PWY0-781	S-ADENMETSYN-RXN
PWY0-781	ASPAMINOTRANS-RXN
PWY0-781	HOMOCYSMET-RXN
PWY-5182	2-OXOPENT-4-ENOATE-HYDRATASE-RXN
PWY-5182	2-OH-6-OXOHEPTA-2-4-DIENOATE-HYDR-RXN
PWY-5335	RXN-16574
PWY-5335	FESGSHTHIO-RXN
PWY-5335	SULFITE-DEHYDROGENASE-RXN
PWY-7328	GLUC1PURIDYLTRANS-RXN
PWY-7328	UDP-GLUCURONATE-4-EPIMERASE-RXN
PWY-7328	UDPGLUCEPIM-RXN
PWY-7328	UGD-RXN
PWY-7328	GALPMUT-RXN
PWY-5344	HOMOSERINE-O-ACETYLTRANSFERASE-RXN
PWY-5344	ACETYLHOMOSER-CYS-RXN
PWY-5360	RXN-8339
PWY-5360	RXN-17803
PWY-5360	RXN-8358
PWY-5360	RXN-18001
PWY-5360	RXN-17804
PWY-6395	RXN-11061
PWY-6395	RXN-12730
PWY-6395	RXN-11062
PWY-6395	RXN-12726
