#Metacyc pathway and RXN mapping file
#Pathway	RXN
PWY-6003	RXN-9678
PWY0-1546	RXN0-5227
PWY0-1546	RXN0-5228
PWY0-1546	RXN0-961
PWY0-1546	RXN0-6981
PWY-6322	RXN-10835
PWY-6322	PHOSPHOENOLPYRUVATE-MUTASE-RXN
PWY-6322	RXN-10833
PWY-6322	RXN-17190
PWY-6322	4.1.1.82-RXN
PWY-6322	RXN-10836
PWY-6322	RXN-10824
PWY-6322	RXN-17191
PWY-6322	RXN-17189
PWY-6322	RXN-10832
PWY-6322	RXN-10829
PWY-6322	RXN-10826
PWY-6322	RXN-10837
PWY-6322	RXN-10839
PWY-6322	RXN-17192
PWY-6322	RXN-10831
PWY-6322	RXN-10834
PWY-6322	RXN-10827
PWY-6322	RXN-17194
PWY-6322	RXN-17188
PWY-6322	RXN-10830
PWY-6322	RXN-17193
PWY-6322	RXN-10840
PWY-6322	RXN-10828
PWY-6322	RXN-9009
PWY-7794	RXN-17825
PWY-7794	RXN-17826
PWY-6324	RXN-16966
PWY-6324	RXN-10846
PWY-6324	RXN-10845
PWY-6324	RXN-10847
PWY-6324	RXN-10842
PWY-6324	RXN-18336
PWY-6324	RXN-10843
PWY-6341	RXN-10899
PWY-6341	RXN-10900
PWY-6341	RXN-10903
PWY-6341	RXN-10905
PWY-6341	RXN-10902
PWY-6341	RXN-10901
PWY-6341	RXN-10898
PWY-6341	RXN-10904
PWY-6345	RXN-10928
PWY-6345	RXN-18167
PWY-6345	RXN-10927
PWY-6345	RXN-10922
PWY-6345	RXN-10924
PWY-6345	RXN-10926
PWY-6345	RXN-10925
PWY-6345	RXN-18168
PWY-6346	RXN-10930
PWY-6346	RXN-10931
PWY-6346	RXN-18167
PWY-6346	RXN-10929
PWY-6346	RXN-10922
PWY-6346	RXN-10924
PWY-6346	2.1.1.139-RXN
PWY-6346	RXN-18168
PWY-6346	RXN-10932
PWY-6511	RXN-7564
PWY-6511	RXN-11457
PWY-6511	RXN-11456
PWY-6666	RXN-11897
PWY-6666	RXN-11898
PWY-6679	ACETYL-COA-CARBOXYLTRANSFER-RXN
PWY-6679	RXN-11977
PWY-6679	RXN-11981
PWY-6679	RXN-11975
PWY-6679	RXN-11982
PWY-6679	RXN-11995
PWY-6679	RXN-11984
PWY-6679	RXN-11983
PWY-6679	RXN-11985
PWY-6682	RXN-12009
PWY-6682	RXN-12012
PWY-6682	RXN-12008
PWY-6682	RXN-12011
PWY-6682	RXN-12007
PWY-6682	RXN-12010
PWY-6682	PHOSPHOENOLPYRUVATE-MUTASE-RXN
PWY-6682	RXN-12013
PWY-6682	RXN-9009
PWY-6682	4.1.1.82-RXN
PWY-6720	RXN-12154
PWY-6720	RXN-12150
PWY-6720	RXN-12152
PWY-6720	RXN-12151
PWY-6720	RXN-12153
PWY-6722	RXN-12162
PWY-6722	RXN-12161
PWY-6722	RXN-15971
PWY-6722	RXN-15975
PWY-6722	RXN-15954
PWY-6722	RXN0-5055
PWY-6915	RXN-12652
PWY-6915	RXN-12651
PWY-6915	RXN-12660
PWY-6915	PENTALENENE-SYNTHASE-RXN
PWY-6915	RXN-12654
PWY-6915	RXN-12650
PWY-6915	RXN-12658
PWY-6915	RXN-12649
PWY-6915	RXN-12653
PWY-6915	RXN-12655
PWY-6919	RXN-12652
PWY-6919	RXN-12662
PWY-6919	RXN-12663
PWY-6919	RXN-12651
PWY-6919	PENTALENENE-SYNTHASE-RXN
PWY-6919	RXN-12650
PWY-6919	RXN-12658
PWY-6919	RXN-12664
PWY-6919	RXNMETA-12666
PWY-6919	RXN-12649
PWY-6919	RXN-12661
PWY-6827	RXN-12270
PWY-6827	RXN-12269
PWY-6955	RXN-12855
PWY-6955	RXN-12852
PWY-6955	STIZOLOBINATE-SYNTHASE-RXN
PWY-6955	RXN-12854
PWY-6955	RXN-12851
PWY-6955	RXN-12860
PWY-6955	RXN-5861
PWY-6955	RXN-12859
PWY-7647	RXN-16487
PWY-7647	RXN-16486
PWY-7000	RXN-13122
PWY-7000	RXN-13123
PWY-7000	RXN-13145
PWY-7000	RXN-13148
PWY-7000	RXN-13149
PWY-7000	RXN-13116
PWY-7000	RXN-14401
PWY-7000	RXN-13121
PWY-7000	RXN-13165
PWY-7000	RXN-13147
PWY-7000	RXN-13127
PWY-7000	RXN-13166
PWY-7000	RXN-13119
PWY-7000	RXN-13118
PWY-7000	RXN-14402
PWY-7000	RXN-13146
PWY-7000	RXN-13117
PWY-7000	RXN-13125
PWY-7000	RXN-13124
PWY-6816	3.2.1.159-RXN
PWY-6816	3.2.1.81-RXN
PWY-7015	RXN-13165
PWY-7015	RXN-13203
PWY-7015	RXN-13146
PWY-7015	RXN-13204
PWY-7456	MANNPISOM-RXN
PWY-7456	3.2.1.100-RXN
PWY-7456	3.2.1.78-RXN
PWY-7456	RXN-15202
PWY-7456	RXN-12977
PWY-7456	RXN-15344
PWY-7456	PHOSMANMUT-RXN
PWY-7016	RXN-13205
PWY-7016	RXN-13174
PWY-7016	RXN-13175
PWY-7016	RXN-13177
PWY-7016	RXN-13176
PWY-6815	RXN-12424
PWY-6815	RXN-12422
PWY-6815	RXN-12427
PWY-6815	RXN-12426
PWY-6815	RXN-12429
PWY-6815	RXN-12423
PWY-7018	RXN-13211
PWY-7018	RXN-13208
PWY-7018	RXN-13210
PWY-7018	RXN-13209
PWY-7018	RXN-13207
PWY-7018	RXN-13212
PWY-6986	RXN-13040
PWY-6986	DEOXYGLUCONOKIN-RXN
PWY-6986	4.2.2.3-RXN
PWY-6986	RXN-12877
PWY-6986	4.2.2.11-RXN
PWY-6986	RXN-13034
PWY-7019	RXN-13213
PWY-7019	RXN-13216
PWY-7019	RXN-13215
PWY-7019	RXN-13219
PWY-7019	RXN-13218
PWY-7019	RXN-13217
PWY-7019	RXN-13214
PWY-7828	RXN-18147
PWY-7828	RXN-18149
PWY-7828	RXN-18151
PWY-7020	RXN-13204
PWY-7020	RXN-13221
PWY-7020	RXN-13123
PWY-7020	RXN-13119
PWY-7020	RXN-13165
PWY-7020	RXN-13117
PWY-7020	RXN-13217
PWY-7021	RXN-13204
PWY-7021	RXN-13176
PWY-7021	RXN-13123
PWY-7021	RXN-13165
PWY-6821	RXN-12436
PWY-6821	RXN-12439
PWY-6821	3.2.1.83-RXN
PWY-6821	RXN-12435
PWY-7025	RXN-13236
PWY-7025	RXN-13234
PWY-7025	RXN-13235
PWY-7025	RXN-13233
PWY-7025	RXN-13240
PWY-7025	RXN-14345
PWY-7025	RXN-13232
PWY-7025	RXN-13238
PWY-7025	RXN-13239
PWY-7025	RXN-14346
PWY-7025	RXN-13241
PWY-7025	RXN-13237
PWY-6817	3.2.1.162-RXN
PWY-6817	RXN-12428
PWY-7045	RXN-13382
PWY-7045	RXN-13378
PWY-7045	RXN-13380
PWY-7045	RXN-13381
PWY-7045	RXN-13384
PWY-7045	RXN-13390
PWY-7045	RXN-13387
PWY-7045	RXN-13376
PWY-7045	RXN-17999
PWY-7045	RXN-13377
PWY-7045	RXN-13386
PWY-7045	RXN-13388
PWY-7045	RXN-13375
PWY-7045	RXN-13389
PWY-7045	RXN-13385
PWY-7045	RXN-18000
PWY-7045	RXN-13383
PWY-7274	RXN-14459
PWY-7274	RXN-14460
PWY-7274	RXN-14457
PWY-7274	SERINE-O-ACETTRAN-RXN
PWY-7274	RXN-12537
PWY-7274	RXN-14458
PWY-7287	RXN-14547
PWY-7287	RXN-14544
PWY-7287	RXN-14545
PWY-7287	RXN-14670
PWY-7287	RXN-14548
PWY-7287	RXN-14668
PWY-7287	RXN-14543
PWY-7287	RXN-14546
PWY-7352	RXN-14827
PWY-7352	RXN-17998
PWY-7352	RXN-14833
PWY-7352	RXN-14875
PWY-7352	RXN-16479
PWY-7352	RXN-14825
PWY-7352	RXN-14824
PWY-7352	RXN-16478
PWY-7352	RXN-14846
PWY-7352	RXN-14874
PWY-7352	RXN-14818
PWY-7352	RXN-14856
PWY-7352	RXN-14828
PWY-7352	RXN-14830
PWY-7352	RXN-14831
PWY-7352	RXN-14854
PWY-7352	RXN-14829
PWY-7352	RXN-14844
PWY-7352	RXN-14826
PWY-7354	RXN-14875
PWY-7354	RXN-17998
PWY-7354	RXN-14688
PWY-7354	RXN-14851
PWY-7354	RXN-14852
PWY-7354	RXN-14846
PWY-7354	RXN-14874
PWY-7354	RXN-14853
PWY-7354	RXN-14818
PWY-7354	RXN-14689
PWY-7354	RXN-14831
PWY-7354	RXN-14854
PWY-7354	RXN-14844
PWY-7419	RXN-15079
PWY-7419	RXN-15076
PWY-7419	RXN-15078
PWY-7419	RXN-15082
PWY-7419	RXN-15074
PWY-7419	PHOSPHOENOLPYRUVATE-MUTASE-RXN
PWY-7419	RXN-15075
PWY-7419	RXN-15077
PWY-7419	RXN-15081
PWY-7419	RXN-15080
PWY-7483	RXN-15412
PWY-7483	RXN-15409
PWY-7483	RXN-15404
PWY-7483	RXN-14695
PWY-7483	RXN-15403
PWY-7483	RXN-15056
PWY-7483	RXN-15413
PWY-7483	RXN-15406
PWY-7483	RXN-15402
PWY-7483	RXN-15407
PWY-7483	RXN-15405
PWY-7483	RXN-15408
PWY-7483	RXN-11975
PWY-7485	RXN-15412
PWY-7485	RXN-15436
PWY-7485	RXN-15409
PWY-7485	RXN-14695
PWY-7485	RXN-15056
PWY-7485	RXN-15413
PWY-7485	RXN-15435
PWY-7485	RXN-11975
PWY-7485	RXN-15434
PWY-7510	RXN-15553
PWY-7510	RXN-15550
PWY-7510	RXN-15551
PWY-7510	RXN-15547
PWY-7510	4.1.1.82-RXN
PWY-7510	PHOSPHOENOLPYRUVATE-MUTASE-RXN
PWY-7510	RXN-15548
PWY-7510	RXN-15554
PWY-7510	RXN-15549
PWY-7510	RXN-15545
PWY-7510	RXN-15546
PWY-7510	RXN-15552
PWY-7547	RXN-15777
PWY-7547	RXN-15784
PWY-7547	RXN-15783
PWY-7547	RXN-15779
PWY-7547	RXN-15778
PWY-7547	RXN-15769
PWY-7547	RXN-15787
PWY-7547	RXN-15780
PWY-7547	RXN-15781
PWY-7547	RXN-15785
PWY-7547	RXN-15786
PWY-7547	RXN-15782
PWY-7564	RXN-15911
PWY-7564	RXN-15914
PWY-7564	RXN-15913
PWY-7564	RXN-15912
PWY-7569	RXN-15932
PWY-7569	RXN-14065
PWY-7569	RXN-15930
PWY-7569	RXN-15931
PWY-7569	RXN-15928
PWY-7569	RXN-15933
PWY-7569	RXN-15929
PWY-7569	RXN-15927
PWY-7569	RXN-15934
PWY-7570	RXN-15939
PWY-7570	RXN-14065
PWY-7570	RXN-15930
PWY-7570	RXN-15935
PWY-7570	RXN-15928
PWY-7570	RXN-15937
PWY-7570	RXN-15938
PWY-7570	RXN-15929
PWY-7570	RXN-15927
PWY-7570	RXN-15936
PWY-7575	RXN-15970
PWY-7575	RXN-12161
PWY-7575	ADCLY-RXN
PWY-7575	RXN-15971
PWY-7626	RXN-16300
PWY-7626	RXN-16298
PWY-7626	RXN-16264
PWY-7626	RXN-16296
PWY-7626	RXN-16297
PWY-7626	RXN-16265
PWY-7626	RXN-16299
PWY-7626	RXN-16263
PWY-7626	CHORISMATEMUT-RXN
PWY-7626	RXN-16285
PWY-6643	R232-RXN
PWY-6643	R231-RXN
PWY-6643	RXN-11737
PWY-6643	RXN-11108
PWY-6643	R234-RXN
PWY-6643	R233-RXN
P261-PWY	R232-RXN
P261-PWY	R231-RXN
P261-PWY	R229-RXN
P261-PWY	R230-RXN
P261-PWY	4.4.1.19-RXN
P261-PWY	R234-RXN
P261-PWY	R233-RXN
PWY-7671	RXN-16724
PWY-7671	RXN-16716
PWY-7671	RXN-16714
PWY-7671	RXN-16722
PWY-7671	RXN-15302
PWY-7671	RXN-15305
PWY-7671	RXN-16726
PWY-7671	RXN-16715
PWY-7671	RXN-16713
PWY-7671	RXN-16723
PWY-7690	RXN-16869
PWY-7690	RXN-16879
PWY-7690	RXN-16870
PWY-7690	RXN-16878
PWY-7690	RXN-16875
PWY-7690	RXN-16872
PWY-7690	RXN-16663
PWY-7690	RXN-16873
PWY-7690	RXN-16877
PWY-7690	RXN-16874
PWY-7690	RXN-16871
PWY-7690	RXN-16876
PWY-7693	RXN-16909
PWY-7693	RXN-16913
PWY-7693	RXN-16900
PWY-7693	RXN-16906
PWY-7693	RXN-14196
PWY-7693	RXN-16908
PWY-7693	RXN-16901
PWY-7693	RXN-16902
PWY-7693	GLYCINE-AMIDINOTRANSFERASE-RXN
PWY-7693	RXN-16907
PWY-7693	RXN-16910
PWY-7693	RXN-16912
PWY-7694	RXN-16941
PWY-7694	RXN-18395
PWY-7694	RXN-18393
PWY-7694	RXN-16916
PWY-7694	RXN-16907
PWY-7694	RXN-16915
PWY-7694	RXN-16917
PWY-7694	RXN-16906
PWY-7694	RXN-16934
PWY-7694	RXN-16908
PWY-7694	RXN-16914
PWY-7694	RXN-19819
PWY-7694	RXN-16919
PWY-7706	RXN-18395
PWY-7706	RXN-18393
PWY-7706	RXN-16985
PWY-7706	RXN-16988
PWY-7706	RXN-16291
PWY-7706	RXN-16987
PWY-7706	RXN-16292
PWY-7706	RXN-16989
PWY-7706	RXN-16990
PWY-7706	RXN-16991
PWY-7706	RXN-19819
PWY-7706	RXN-16290
PWY-7706	RXN-16293
PWY-5922	RXN-9434
PWY-5922	RXN-9404
PWY-5922	RXN-9394
PWY-5922	RXN-9433
PWY-5922	RXN-9403
PWY-5922	RXN-9400
PWY-5922	RXN-9435
PWY-5922	RXN-9424
PWY-5922	RXN-9406
PWY-5922	RXN-9405
PWY-5922	RXN-9391
PWY-5922	RXN-9436
PWY-5922	RXN-9392
PWY-5922	RXN-9427
PWY-7718	RXN-17067
PWY-7718	RXN-17076
PWY-7718	RXN-17073
PWY-7718	RXN-17074
PWY-7718	RXN-17075
PWY-5927	RXN-9431
PWY-5927	RXN-9421
PWY-5927	RXN-9419
PWY-5927	RXN-9423
PWY-5927	RXN-9425
PWY-5927	RXN-9397
PWY-5927	RXN-9401
PWY-5927	RXN-9422
PWY-5927	RXN-9420
PWY-5927	RXN-9428
PWY-5927	RXN-9432
PWY-5927	RXN-9429
PWY-5927	RXN-9426
PWY-5927	RXN-9430
PWY-7733	RXN-17147
PWY-7733	RXN-17146
PWY-7733	RXN-17142
PWY-7733	RXN-17149
PWY-7733	RXN-17151
PWY-7733	RXN-17148
PWY-7733	RXN-17143
PWY-7733	RXN-17150
PWY-7734	RXN-17147
PWY-7734	RXN-17146
PWY-7734	RXN-17154
PWY-7734	RXN-17153
PWY-7734	RXN-17149
PWY-7734	RXN-17148
PWY-7734	RXN-17144
PWY-7734	RXN-17145
PWY-7734	RXN-17152
PWY-7734	RXN-17150
PWY-7735	RXN-17157
PWY-7735	RXN-17156
PWY-7735	RXN-17160
PWY-7735	RXN-17159
PWY-7735	RXN-17166
PWY-7735	RXN-17155
PWY-7737	RXN-17172
PWY-7737	RXN-17169
PWY-7737	RXN-17171
PWY-7737	RXN-17174
PWY-7737	RXN-17170
PWY-7737	RXN-17173
PWY-7769	RXN-10835
PWY-7769	PHOSPHOENOLPYRUVATE-MUTASE-RXN
PWY-7769	RXN-10833
PWY-7769	RXN-17190
PWY-7769	4.1.1.82-RXN
PWY-7769	RXN-17196
PWY-7769	RXN-10836
PWY-7769	RXN-17198
PWY-7769	RXN-10824
PWY-7769	RXN-17191
PWY-7769	RXN-17197
PWY-7769	RXN-17189
PWY-7769	RXN-10832
PWY-7769	RXN-10829
PWY-7769	RXN-10826
PWY-7769	RXN-10837
PWY-7769	RXN-17192
PWY-7769	RXN-10831
PWY-7769	RXN-10834
PWY-7769	RXN-10827
PWY-7769	RXN-17188
PWY-7769	RXN-10830
PWY-7769	RXN-17195
PWY-7769	RXN-10828
PWY-7769	RXN-9009
PWY-7770	RXN-17534
PWY-7770	RXN-17529
PWY-7770	RXN-10139
PWY-7770	RXN-17533
PWY-7770	RXN-17530
PWY-7770	RXN-17532
PWY-7770	RXN-17536
PWY-7770	RXN-17531
PWY-7770	SPONTPRO-RXN
PWY-7770	RXN-17535
PWY-7797	RXN-17837
PWY-7797	RXN-17843
PWY-7797	RXN-17831
PWY-7797	RXN-17832
PWY-7797	RXN-17833
PWY-7797	RXN-17838
PWY-7809	RXN-17981
PWY-7809	RXN-17982
PWY-7811	RXN-17983
PWY-7811	RXN-17985
PWY-7811	RXN-17973
PWY-7811	RXN-17974
PWY-7811	RXN-17987
PWY-7811	RXN-17984
PWY-7811	RXN-17982
PWY-7811	RXN-17986
PWY-7812	RXN-17979
PWY-7812	RXN-17988
PWY-7812	RXN-17978
PWY-7812	RXN-17977
PWY-7812	ANHYDROTETRACYCLINE-MONOOXYGENASE-RXN
PWY-7812	RXN-17980
PWY-7812	RXN-17981
PWY-7812	RXN-17976
PWY-7812	RXN-17975
PWY-7821	RXN-18070
PWY-7821	RXN-14025
PWY-7821	RXN-18071
PWY-7821	RXN-18069
PWY-7821	RXN-14139
PWY-7821	RXN-18072
PWY-7821	RXN-18068
PWY-7821	RXN-18074
PWY-7821	RXN-18073
PWY-7863	RXN-18509
PWY-7863	RXN-18504
PWY-7863	RXN-18506
PWY-7863	RXN-18505
PWY-7863	RXN-18507
PWY-7863	RXN-18508
PWY-7863	RIBOFLAVINKIN-RXN
PWY-7956	RXN-19265
PWY-7956	RXN-19264
PWY-8012	MALONYL-COA-ACP-TRANSACYL-RXN
PWY-8012	RXN-19848
PWY-8012	RXN-19867
PWY-8012	RXN-19864
PWY-8012	RXN-19858
PWY-8012	RXN-19866
PWY-8012	RXN-19861
PWY-8012	RXN-19859
PWY-8012	RXN-19863
PWY-8012	RXN-19857
PWY-8012	RXN-19851
PWY-8012	RXN-19875
PWY-8012	RXN-19871
PWY-8012	RXN-19860
PWY-8012	RXN-19870
PWY-8012	RXN-19849
PWY-8012	RXN-19862
PWY-8012	RXN-19873
PWY-8012	RXN-19853
PWY-8012	RXN-19872
PWY-8012	RXN-19865
PWY-8012	RXN-19850
PWY-8012	RXN-19874
PWY-8012	RXN-19869
PWY-8012	RXN-19852
PWY-8012	MALONYL-ACPDECARBOX-RXN
PWY1A0-6325	RXN1A0-6303
PWY1A0-6325	RXN1A0-6312
PWY1A0-6325	RXN-15199
PWY1A0-6325	RXN1A0-6305
PWY1A0-6325	RXN1A0-6297
PWY1A0-6325	RXN1A0-6314
PWY1A0-6325	RXN-18116
PWY1A0-6325	RXN1A0-6307
PWY1A0-6325	RXN-18115
PWY1A0-6325	RXN1A0-6310
PWY1A0-6325	RXN1A0-6316
PWY1A0-6325	RXN-18114
PWY-7405	RXN-15024
PWY-7405	AMINOBENZCOALIG-RXN
PWY-7405	RXN-15023
PWY-7405	RXN-15021
PWY-7405	RXN-15022
PWY-7407	RXN-15027
PWY-7407	RXN-17334
PWY-7407	RXN-17336
PWY-7407	AMINOBENZCOALIG-RXN
PWY-7407	RXN-15028
PWY-7407	RXN-15029
PWY-7407	RXN-17356
PWY-7407	RXN-15021
PWY-7407	RXN-15030
PWY-7407	RXN-15026
PWY-7407	RXN-15022
PWY-5726	R465-RXN
PWY-5726	R464-RXN
PWY-5171	RXN-8018
PWY-5171	RXN-8019
PWY-5171	RXN-8020
PWY-5170	RXN-8015
PWY-5170	RXN-8017
PWY-5170	RXN-8016
P141-PWY	3.8.1.8-RXN
P141-PWY	R122-RXN
P141-PWY	R123-RXN
PWY-5731	3.8.1.8-RXN
PWY-5731	RXN-8938
PWY-5727	R462-RXN
PWY-5727	R461-RXN
ACETATEUTIL-PWY	PHOSACETYLTRANS-RXN
ACETATEUTIL-PWY	ACETATE--COA-LIGASE-RXN
ACETATEUTIL-PWY	ACETATEKIN-RXN
PWY-4	RXN-3
PWY-4	GALACTURONOKINASE-RXN
PWY-4	RXN-14753
P441-PWY	NAG6PDEACET-RXN
P441-PWY	PEPDEPHOS-RXN
P441-PWY	PYRUVFORMLY-RXN
P441-PWY	GLUCOSAMINE-6-P-DEAMIN-RXN
P441-PWY	6PFRUCTPHOS-RXN
P441-PWY	PEPSYNTH-RXN
P441-PWY	NANE-RXN
P441-PWY	2PGADEHYDRAT-RXN
PWY-2361	3-OXOADIPATE-COA-TRANSFERASE-RXN
PWY-2361	RXN-3641
PWY-301	R282-RXN
PWY-301	R281-RXN
PWY-5074	HYDROXYMETHYLGLUTARYL-COA-REDUCTASE-RXN
PWY-5074	HYDROXYMETHYLGLUTARYL-COA-LYASE-RXN
PWY-5162	2-OXOPENT-4-ENOATE-HYDRATASE-RXN
PWY-5162	MHPELY-RXN
PWY-5162	ACETALD-DEHYDROG-RXN
PWY-5177	ACETYL-COA-ACETYLTRANSFER-RXN
PWY-5177	RXN-11667
PWY-5177	GLUTACONYL-COA-DECARBOXYLASE-RXN
PWY-5177	GLUTARYL-COA-DEHYDROG-RXN
PWY-5177	RXN-11662
PWY-7028	RXN-13252
PWY-7028	RXN-12812
PWY-7028	RXN-13253
PWY-5654	4.1.1.77-RXN
PWY-5654	3.5.99.5-RXN
PWY-5654	AMINO-CARBOXYMUCONATE-SEMIALDEHYDE-RXN
PWY-5654	1.2.1.32-RXN
PWY-7090	5.1.3.23-RXN
PWY-7090	RXN-13589
PWY-7090	RXN-13585
PWY-7090	RXN-13596
PWY-7090	1.1.1.136-RXN
PWY-6021	RXN-9710
PWY-6021	RXN-9508
PWY-7330	RXN-14759
PWY-7330	RXN-14761
PWY-7330	RXN-9998
PWY-7330	RXN-14760
PWY-6373	RXN-9958
PWY-6373	3-HYDROXYPROPIONATE-DEHYDROGENASE-RXN
PWY-6373	RXN-10986
PWY-6373	RXN-10985
PWY-7331	RXN-14759
PWY-7331	RXN-9998
PWY-7331	RXN-14764
PWY-7331	RXN-14763
PWY-7376	R322-RXN
PWY-7376	1.3.1.54-RXN
PWY-7376	2.1.1.133-RXN
PWY-7376	2.1.1.130-RXN
PWY-7376	RXN-8675
PWY-7376	R321-RXN
PWY-7376	5.4.1.2-RXN
PWY-7376	RXN-13826
PWY-7376	RXN-13824
PWY-7376	UROPORIIIMETHYLTRANSA-RXN
PWY-7376	2.1.1.131-RXN
PWY-7376	R342-RXN
PWY-7376	R341-RXN
PWY-7333	RXN-13252
PWY-7333	RXN-14769
PWY-6383	2.5.1.68-RXN
PWY-6383	IPPISOM-RXN
PWY-6383	RXN-11023
PWY-6383	RXN-11027
PWY-6383	GPPSYN-RXN
PWY-7377	R343-RXN
PWY-7377	2.1.1.151-RXN
PWY-7377	RXN-14315
PWY-7377	RXN-8761
PWY-7377	4.99.1.3-RXN
PWY-7377	RXN-8675
PWY-7377	RXN-8764
PWY-7377	RXN-8763
PWY-7377	RXN-8762
PWY-7377	RXN-8766
PWY-7377	UROPORIIIMETHYLTRANSA-RXN
PWY-7377	RXN-8768
PWY-7377	RXN-8765
PWY-7377	RXN-8769
PWY-7377	DIMETHUROPORDEHYDROG-RXN
PWY-7377	RXN-8767
POLYISOPRENSYN-PWY	RXN-8999
POLYISOPRENSYN-PWY	RXN-8992
POLYISOPRENSYN-PWY	FPPSYN-RXN
PWY-7334	RXN-13252
PWY-7334	RXN-14767
PWY-5785	RXN-8999
PWY-5785	UNDECAPRENYL-DIPHOSPHATASE-RXN
PWY-7948	RXN-19187
PWY-7948	RXN-12560
PWY-7948	RXN-19189
PWY-7948	RXN-19185
PWY-7948	RXN-19192
PWY-7948	RXN-19186
PWY-7948	RXN-12561
PWY-7948	RXN-19188
PWY-7948	RXN-19190
PWY-7335	UDPGLCNACEPIM-RXN
PWY-7335	UDPMANNACADEHYDROG-RXN
PYRUVDEHYD-PWY	RXN0-1133
PYRUVDEHYD-PWY	RXN0-1132
PYRUVDEHYD-PWY	RXN0-1134
PWY-7336	RXN-16259
PWY-7336	1.1.1.136-RXN
PWY-5123	IPPISOM-RXN
PWY-5123	FPPSYN-RXN
PWY-5123	GPPSYN-RXN
PWY-7874	RXN-18588
PWY-7874	RXN-18595
PWY-7874	RXN-18592
PWY-7874	RXN-18590
PWY-7343	GLUC1PURIDYLTRANS-RXN
PWY-7343	PHOSPHOGLUCMUT-RXN
PWY-7873	RXN-18591
PWY-7873	RXN-18594
PWY-7873	RXN-18589
PWY-7873	RXN-18593
PWY-7872	RXN-18598
PWY-7872	RXN-18589
PWY-7872	RXN-18597
PWY-7871	RXN-18599
PWY-7871	RXN-18588
PWY-7871	RXN-18596
PWY-5207	RXN-8106
PWY-5207	1.8.98.1-RXN
PWY-5207	COENZYME-F420-HYDROGENASE-RXN
PWY-5207	RXN-7733
PWY-7310	KDPGALDOL-RXN
PWY-7310	RXN-14730
PWY-7310	RXN-14729
PWY-7866	RXN-18520
PWY-7866	RXN-18528
PWY-6038	CITTRANS-RXN
PWY-6038	CITRYLY-RXN
PWY-7842	RXN-13252
PWY-7842	RXN-18318
PWY-7842	RXN-15376
PWY-5749	RXN-8987
PWY-5749	RXN-8988
PWY-5749	ITACONYL-COA-HYDRATASE-RXN
PWY-5749	CITRAMALYL-COA-LYASE-RXN
2OXOBUTYRATECAT-PWY	2-OXOBUTYRATE-SYNTHASE-RXN
2OXOBUTYRATECAT-PWY	RXN-7938
COA-PWY	PANTEPADENYLYLTRAN-RXN
COA-PWY	DEPHOSPHOCOAKIN-RXN
COA-PWY	P-PANTOCYSDECARB-RXN
COA-PWY	P-PANTOCYSLIG-RXN
PWY-8013	L-GLN-FRUCT-6-P-AMINOTRANS-RXN
PWY-8013	RXN-19880
PWY-8013	RXN-19878
PWY-8013	PGLUCISOM-RXN
PWY-8013	RXN-19879
PWY-8013	RXN-13760
PWY-5130	METHYLMALONYL-COA-EPIM-RXN
PWY-5130	RXN-7790
PWY-5130	PROPIONYL-COA-CARBOXY-RXN
PWY-5130	METHYLMALONYL-COA-MUT-RXN
PWY-5698	URUR-RXN
PWY-5698	ALLANTOATE-DEIMINASE-RXN
PWY-5698	ALLANTOINASE-RXN
PWY-6634	RXN-11728
PWY-6634	RXN-11727
PWY-6634	RXN-11729
PWY-7387	RXN66-3
PWY-7387	RXN-14907
PWY-7387	RXN-14908
PWY-5697	ALLANTOICASE-RXN
PWY-5697	ALLANTOINASE-RXN
PWY-5258	RXN-8126
PWY-5258	RXN-8125
PWY0-41	RXN0-7024
PWY0-41	R165-RXN
PWY0-41	RXN-14196
PWY0-41	OXAMATE-CARBAMOYLTRANSFERASE-RXN
PWY0-41	URUR-RXN
PWY0-41	RXN0-5222
PWY-7793	METHIONINE-GAMMA-LYASE-RXN
PWY-7793	RXN-17813
PWY-5694	ALLANTOICASE-RXN
PWY-5694	UREIDOGLYCOLATE-LYASE-RXN
PWY-5705	URUR-RXN
PWY-5705	UREIDOGLYCOLATE-LYASE-RXN
PWY-6593	RXN-11673
PWY-6593	RXN-11674
PWY-7465	RXN-15362
PWY-7465	RXN-15375
PWY-7465	RXN-15364
PWY-7465	RXN-15370
SULFATE-CYS-PWY	SERINE-O-ACETTRAN-RXN
SULFATE-CYS-PWY	RXN0-5114
SULFATE-CYS-PWY	SULFITE-REDUCT-RXN
SULFATE-CYS-PWY	ACSERLY-RXN
PWY-6321	RXN-10823
PWY-6321	RXN-10822
PWY-6642	RXN-11691
PWY-6642	R230-RXN
PWY-6642	RXN-11737
ALKANEMONOX-PWY	RXN-12444
ALKANEMONOX-PWY	RXN0-280
PWY-7462	RXN-15365
PWY-7462	RXN-15362
PWY-7462	RXN-15364
PWY-7462	RXN-15363
PWY-5260	RXN-8126
PWY-5260	RXN-8130
PWY-7898	RXN-15369
PWY-7898	RXN-15367
PWY-7898	RXN-15368
PWY-6072	RXN-9740
PWY-6072	RXN-9739
PWY-6072	RXN-9762
PWY-6683	SULFATE-ADENYLYLTRANS-RXN
PWY-6683	SULFITE-REDUCT-RXN
PWY-6683	RXN-12019
SULFMETII-PWY	1.8.4.9-RXN
