	copy_number
Paenibacillus_lentus	8
Microbacterium_sp._10M-3C3	1
Rickettsiales_endosymbiont_of_Stachyamoeba_lipophora	1
Methylomicrobium_sp._wino1	3
Scandinavium_goeteborgense	7
Tabrizicola_piscis	2
Microcystis_viridis	2
Nocardioides_baekrokdamisoli	2
Paenibacillus_baekrokdamisoli	9
Phascolarctobacterium_faecium	5
Pseudonocardia_autotrophica	4
Streptomyces_sp._WAC_06738	5
Streptomyces_sp._WAC_01438	6
Streptomyces_sp._WAC_01529	6
Streptomyces_sp._W1SF4	7
Streptomyces_sp._KPB2	6
Halomonas_venusta	6
Pseudoalteromonas_sp._Xi13	8
Paenibacillus_albus	13
Pseudomonas_libanensis	6
Flaviflexus_salsibiostraticola	3
Iodobacter_sp._H11R3	9
Mesorhizobium_sp._M9A.F.Ca.ET.002.03.1.2	1
Mesorhizobium_sp._M1D.F.Ca.ET.043.01.1.1	2
Mesorhizobium_sp._M2A.F.Ca.ET.043.02.1.1	2
Mesorhizobium_sp._M2A.F.Ca.ET.046.03.2.1	2
Mesorhizobium_sp._M2A.F.Ca.ET.043.05.1.1	1
Mesorhizobium_sp._M1B.F.Ca.ET.045.04.1.1	2
Mesorhizobium_sp._M1E.F.Ca.ET.045.02.1.1	2
Mesorhizobium_sp._M3A.F.Ca.ET.080.04.2.1	1
Bosea_sp._Tri-49	2
Georhizobium_profundi	2
Halocella_sp._SP3-1	4
Streptomyces_aquilus	6
Undibacterium_parvum	6
Jeotgalibaca_ciconiae	6
Shewanella_khirikhana	8
Brevibacillus_sp._SCSIO_07484	7
Streptomyces_cyaneochromogenes	6
Streptococcus_periodonticum	4
Nonlabens_ponticola	2
Acetobacter_orientalis	5
Staphylococcus_caprae	5.6
Acidithiobacillus_ferridurans	2
Acinetobacter_ursingii	7
Blastochloris_tepida	2
Desulfovibrio_ferrophilus	3
Candidatus_Rickettsiella_viridis	2
Methylomusa_anaerophila	4
Mycoavidus_cysteinexigens	2
Parolsenella_catena	4
Pelolinea_submarina	1
Pseudanabaena_sp._ABRG5-3	3
Aerosticca_soli	2
Sphingobium_amiense	2
Sphingosinicella_microcystinivorans	1
Sulfodiicoccus_acidiphilus	1
Sulfuriflexus_mobilis	1
Sulfuritortus_calidifontis	2
Flammeovirga_pectinis	10
Maribacter_sp._MJ134	2
Streptomyces_luteoverticillatus	7
Silicimonas_algicola	1
Flaviflexus_sp._H23T48	3
Colwellia_sp._Arc7-635	8
Rheinheimera_sp._LHK132	6
Eikenella_corrodens	4
Cellulosilyticum_sp._WCF-2	11
Thermosynechococcus_vulcanus	1
Nostoc_sp._HK-01	4
Halorubrum_sp._PV6	2
Thiomicrospira_sp._S5	4
Anoxybacter_fermentans	8
Paenibacillus_lutimineralis	10
Butyricimonas_faecalis	5
Microbacterium_oxydans	2
Microbacterium_lemovicicum	2
Entomomonas_moraniae	4
Streptomyces_griseoviridis	6
Marinobacter_sp._NP-4(2019)	3
Caldicellulosiruptor_changbaiensis	3
Xanthomonas_sp._ISO98C4	2
Neobacillus_mesonae	14
Glycocaulis_alkaliphilus	1
Sulfurivermis_fontis	2
Actinoplanes_sp._OR16	6
Arthrobacter_sp._MN05-02	4
Thiomicrorhabdus_aquaedulcis	3
Devosia_sp._1566	3
Rhodococcus_sp._X156	3
Enterobacter_sp._N18-03635	8
Parasedimentitalea_marina	5
Agromyces_sp._LHK192	2
Peribacillus_asahii	18
Nautilia_sp._PV-1	4
Clostridium_sp._AWRP	9
Bacillus_halotolerans	9.67
[Brevibacterium]_frigoritolerans	13
Salmonella_sp._SSDFZ54	7
Salmonella_sp._SSDFZ69	7
Paracoccus_sp._Arc7-R13	3
Oenococcus_sp._UCMA_16435	2
Klebsiella_sp._LY	8
Actinomyces_sp._299	3
Acidipropionibacterium_jensenii	3.25
Rathayibacter_rathayi	2
Rathayibacter_iranicus	2
Rathayibacter_festucae	2
Pseudomonas_sp._RU47	6
Gordonia_alkanivorans	4
Hahella_sp._KA22	5
Pseudoalteromonas_sp._R3	10
Acetobacter_oryzoeni	5
Apibacter_raozihei	3
Nocardioides_sp._HY056	6
Sporolactobacillus_terrae	6.67
Clostridium_sp._CT4	14
Aequorivita_sp._H23M31	2
Vibrio_chagasii	13
Pusillimonas_thiosulfatoxidans	2
Leucobacter_muris	2
Hydrogenovibrio_thermophilus	3
Halorussus_sp._RC-68	3
Geovibrio_thiophilus	2
Gudongella_oleilytica	4
Halobacillus_litoralis	8
Citrobacter_sp._SL156	8
Bacillus_aerophilus	8
Actinomyces_qiguomingii	3
Oenococcus_sicerae	2
Brevundimonas_diminuta	2
Candidatus_Vampirococcus_archaeovorus	1
Clostridium_sp._JN-9	8
Tissierellia_sp._JN-28	5
Aminipila_sp._JN-18	5
Caproiciproducens_sp._NJN-50	3
Bacillus_sp._WR11	10
Streptomyces_sp._endophyte_N2	7
Streptomyces_sp._M2	6
Klebsiella_grimontii	8
Halorubrum_sp._BOL3-1	3
Dyella_sp._M7H15-1	2
Janthinobacterium_sp._17J80-10	3
Corynebacterium_pelargi	4
Bradyrhizobium_guangxiense	1
Bradyrhizobium_zhanjiangense	1
Bradyrhizobium_guangzhouense	1
Bradyrhizobium_guangdongense	1
Bacteroides_sp._PHL_2737	6
Proteus_hauseri	7
Neobacillus_thermocopriae	9
Brevibacillus_agri	13
Paenibacillus_chitinolyticus	11
Salinibacterium_sp._UTAS2018	2
Luteimonas_sp._YGD11-2	2
Leisingera_sp._NJS204	4
Yersinia_hibernica	7
Candidatus_Pseudomonas_adelgestsugas	1
Pseudomonas_sp._DTU12.3	6
Halorubrum_ezzemoulense	2
Bifidobacterium_pullorum	3
Microbacterium_protaetiae	2
Xylanimonas_allomyrinae	3
Paenibacillus_protaetiae	9
Xylanimicrobium_sp._FW10M-9	3
Agromyces_protaetiae	3
Sphingosinicella_sp._BN140058	3
Methylovirgula_ligni	1
Desulfovibrio_carbinolicus	3
Methylibium_sp._Pch-M	1
Mesorhizobium_sp._Pch-S	2
Muriicola_sp._MMS17-SY002	2
Pseudolysobacter_antarcticus	2
Pandoraea_sp._XY-2	4
Iodobacter_fluviatilis	10
Ktedonosporobacter_rubrisoli	4
Leucobacter_triazinivorans	2
Synechococcus_sp._WH_8101	2
Blautia_producta	5
Malaciobacter_pacificus	5
Arcobacter_thereius	4
'''Catharanthus_roseus''_aster_yellows_phytoplasma'	2
Pseudomonas_sp._SNU_WT1	7
Thalassococcus_sp._S3	1
Mycoplasma_phocirhinis	2
Thiomicrorhabdus_indica	3
[Clostridium]_scindens	4
Shewanella_maritima	8
Janibacter_limosus	2
Cohnella_abietis	9
Pragia_sp._CF-458	7
Litorilituus_sediminis	5
Calothrix_sp._NIES-4101	4
endosymbiont_of_Sipalinus_gigas	2
Candidatus_Nardonella_dryophthoridicola	1
endosymbiont_of_Pachyrhynchus_infernalis	2
endosymbiont_of_Euscepes_postfasciatus	1
[Arcobacter]_porcinus	4
Egicoccus_halophilus	2
Bacillus_sp._SYJ	14
Massilia_albidiflava	8
Ornithinimicrobium_sp._HY006	2
Egibacter_rhizosphaerae	1
Citrobacter_sp._ABFQG	8
Lichenihabitans_psoromatis	3
Streptomonospora_sp._M2	5
Agrobacterium_sp._33MFTa1.1	4
Bacteroides_sp._A1C1	4
Kocuria_indica	3
Haematobacter_massiliensis	3
Streptomyces_seoulensis	6
Pseudoalteromonas_sp._DL-6	6
Rhodococcus_sp._ABRD24	4
Pseudoalteromonas_carrageenovora	9
Aquitalea_sp._USM4	8
Roseitalea_porphyridii	1
Arachidicoccus_sp._B3-10	4
Rheinheimera_sp._D18	5
Stenotrophomonas_sp._ASS1	2
Flavisolibacter_sp._17J28-1	3
Marinobacter_sp._JH2	4
Citrobacter_sp._LY-1	8
Hydrogenophaga_pseudoflava	2
Sphingomonas_sp._AAP5	3
Hymenobacter_sp._17J36-26	3
Flavobacterium_nackdongense	3
Weissella_cryptocerci	7
Parashewanella_spongiae	7
Qipengyuania_sediminis	1
Parashewanella_tropica	7
Chryseobacterium_sp._NBC_122	4
Acetilactobacillus_jinshanensis	5
Paenisporosarcina_antarctica	10
Herbaspirillum_huttiense	4
Sporosarcina_pasteurii	8
Pseudomonas_sp._SXM-1	5
Spiroplasma_gladiatoris	1
Massilia_plicata	7
Sphingobacterium_psychroaquaticum	6
Nitrosococcus_wardiae	2
Saccharomonospora_sp._31sw	3
Actinobacillus_indolicus	6
Streptomyces_sp._S501	6
Sphingobacterium_sp._CZ-2	2
Ornithinimicrobium_flavum	2
Pseudomonas_sp._S150	6
Leisingera_sp._NJS201	4
Stenotrophomonas_indicatrix	4
Erwinia_sp._QL-Z3	7
Kerstersia_gyiorum	3
Microbacterium_sediminis	2
Terasakiella_sp._SH-1	3
Legionella_israelensis	3
Microbacterium_wangchenii	2
Nocardioides_euryhalodurans	2
Legionella_geestiana	3
Thermaerobacter_sp._FW80	2
Nocardia_sp._CS682	3
Paracoccus_liaowanqingii	3
Brevundimonas_sp._MF30-B	1
Nocardioides_seonyuensis	2
Thermus_caldilimi	2
Serratia_quinivorans	7
Citrobacter_sp._SNU_WT2	8
Boseongicola_sp._CCM32	1
Thalassotalea_sp._HSM_43	6
Arsenophonus_nasoniae	7
Cupriavidus_oxalaticus	5.5
Serratia_nematodiphila	7
Weissella_confusa	9
Nocardioides_daphniae	3
Planomicrobium_sp._Y50	9
Pseudomonas_sp._11K1	5
Vagococcus_sp._CF-49	7
Streptomyces_sp._SS52	6
Corynebacterium_endometrii	4
Psychrobacter_sp._PAMC27889	3
Stenotrophomonas_sp._PAMC25021	4
Sphingobium_sp._PAMC28499	4
Sphingomonas_sp._PAMC26645	3
Hydrogenophaga_sp._PAMC20947	2
Rhodococcus_sp._PAMC28705	4
Sphingopyxis_sp._PAMC25046	1
Rhodococcus_sp._PAMC28707	4
Wolbachia_endosymbiont_of_Drosophila_mauritiana	1
Flavobacterium_sangjuense	3
Actinomyces_sp._dk561	3
Cellulomonas_shaoxiangyii	3
Arthrobacter_sp._PAMC25564	5
Natronorubrum_bangense	5
Halapricum_salinum	1
Halobellus_limi	2
Bacillus_sp._DU-106	14
Methylocystis_heyeri	3
Luteimonas_yindakuii	2
Pseudomonas_sp._DG56-2	7
Campylobacter_mucosalis	2
Campylobacter_rectus	3
Campylobacter_showae	3
Campylobacter_sp._RM6914	3
Campylobacter_sp._RM16192	3
Tenacibaculum_maritimum	6
Streptomyces_hawaiiensis	6
Enterobacter_bugandensis	8
Psychroserpens_sp._NJDZ02	6
Hydrocarboniclastica_marina	3
Salinivibrio_sp._YCSC6	9
Azospirillum_sp._TSH100	9
Azospirillum_sp._TSA2s	10
Mycobacteroides_salmoniphilum	1
Cetia_pacifica	4
Desulfopila_sp._IMCC35005	7
Desulfopila_sp._IMCC35004	6
Dysosmobacter_welbionis	3
Phreatobacter_stygius	2
Vibrio_cyclitrophicus	14
Vagococcus_zengguangii	7
Novosphingobium_sp._ABRDHK2	2
Agrobacterium_larrymoorei	5
Pseudolabrys_sp._FHR47	1
Bacillus_sp._S3	12
Aquitalea_sp._THG-DN7.12	8
Haloprofundus_sp._MHR1	2
Providencia_heimbachae	7
Roseivirga_pacifica	4
Neisseria_flavescens	4
Salinimonas_lutimaris	7
Marinomonas_sp._FW-1	8
Metallosphaera_prunae	1
Shewanella_sp._MEBiC00475	8
Elizabethkingia_sp._2-6	5
Pseudorhodobacter_sp._S12M18	4
Vibrio_neocaledonicus	12
Arthrobacter_sp._24S4-2	5
Salinivibrio_kushneri	9
Brevibacterium_sp._CS2	2
Massilia_umbonata	9
Anaerostipes_rhamnosivorans	4
Burkholderia_sp._DHOD12	4
Pantoea_sp._SO10	7
Echinicola_rosea	4
Duncaniella_sp._B8	4
Lactobacillus_animalis	6
Microbacterium_sp._RG1	2
Desulfoglaeba_alkanexedens	2
Sphingobium_sp._RSMS	3
Citrobacter_sp._TBCP-5362	7
Ruminiclostridium_sp._MA18	5
Brevundimonas_sp._SGAir0440	2
Rhodococcus_sp._SGAir0479	4
Brenneria_rubrifaciens	7
Brenneria_nigrifluens	7
Agrococcus_sp._SGAir0287	1
Brachybacterium_sp._SGAir0954	3
Streptomyces_sp._SGAir0924	6
Curtobacterium_sp._SGAir0471	4
Microbacterium_sp._SGAir0570	2
Lysinibacillus_sp._SGAir0095	13
Streptomyces_exfoliatus	6
Natrinema_versiforme	3
Paenibacillus_sp._HB172198	9
Ruminococcus_sp._JE7A12	4
Izhakiella_sp._KSNA2	7
Actinomyces_sp._oral_taxon_171	3
Schaalia_odontolytica	3
Escherichia_sp._E4742	7
Enterococcus_sp._M190262	5
Caminibacter_mediatlanticus	4
Rhodoluna_limnophila	1
Blautia_sp._SC05B48	8
Bacillus_paranthracis	13.8
Emcibacter_sp._MEBiC09520	2
Streptomyces_sp._So13.3	6
Rhizobium_sp._ADMK78	3
Rhizobium_indicum	3
Rhizobium_hidalgonense	3
Pseudoalteromonas_sp._16-SW-7	9
Citricoccus_sp._SGAir0253	3
Thiomicrorhabdus_sp._G1	3
Hungatella_hathewayi	4
Schaalia_cardiffensis	4
Paraoceanicella_profunda	4
Natrinema_pallidum	3
Methylomicrobium_buryatense	3
Bacillus_sp._KBS0812	10
Pseudomonas_sp._KBS0802	7
Burkholderia_sp._KBS0801	6
Bradyrhizobium_sp._KBS0727	1
Yersinia_sp._KBS0713	7
Bradyrhizobium_sp._KBS0725	1
Pseudomonas_sp._KBS0707	5
Arthrobacter_sp._KBS0702	5
Oerskovia_sp._KBS0722	4
Pedobacter_sp._KBS0701	4
Pseudomonas_sp._ATCC_43928	6
Inhella_inkyongensis	4
Nocardioides_sp._S-1144	2
Halostella_pelagica	2
Exiguobacterium_mexicanum	4
Companilactobacillus_futsaii	4
Nocardioides_sp._dk3136	3
Caloramator_sp._E03	5
Sulfitobacter_sp._BSw21498	2
Plantibacter_sp._M259	2
Streptomyces_sp._YIM_121038	6
Elizabethkingia_sp._JS20170427COW	5
Glutamicibacter_creatinolyticus	4
Pseudomonas_sp._MPC6	7
Kocuria_rosea	3
Antarcticibacterium_flavum	3
Mycoplasma_nasistruthionis	3
Streptococcus_sp._1643	4
Salinimonas_sp._KX18D6	5
Streptomyces_rimosus	7
Thermococcus_sp._IOH1	1
Agromyces_sp._HY052	2
Sutterella_faecalis	6
Thermomonas_sp._SY21	2
Serinicoccus_chungangensis	2
Hymenobacter_jejuensis	3
Georgenia_sp._Z294	3
Longibaculum_sp._KGMB06250	9
Mesorhizobium_sp._8	1
Clostridium_thermarum	11
Pseudomonas_sp._SWI7	7
Oceanicola_sp._D3	1
Hymenobacter_sp._DG01	3
Georgenia_sp._Z443	3
Sphingobium_fuliginis	3
Emcibacter_congregatus	3
Shewanella_polaris	8
Luteibacter_pinisoli	2
Citrobacter_sp._CF971	8
Bacillus_tropicus	13.75
Arcobacter_anaerophilus	4
Shewanella_sp._SNU_WT4	15
Nocardioides_humi	2
Nocardioides_sambongensis	3
Azoarcus_sp._DD4	4
Pseudomonas_sp._NIBRBAC000502773	6
Pseudarthrobacter_sp._NIBRBAC000502771	5
Pseudarthrobacter_sp._NIBRBAC000502772	4
Janthinobacterium_sp._SNU_WT3	8
Labrenzia_sp._PHM005	3
Pseudarthrobacter_sp._NIBRBAC000502770	5
Rhizobium_sp._NIBRBAC000502774	2
Saccharibacillus_brassicae	10
Wolbachia_endosymbiont_of_Carposina_sasakii	1
Halomonas_titanicae	6
Neokomagataea_tanensis	7
Swingsia_samuiensis	6
Oecophyllibacter_saccharovorans	1
Swingsia_sp._F3b2	1
Porphyrobacter_sp._YT40	1
Alistipes_onderdonkii	2
Alistipes_communis	2
Alistipes_dispar	2
Bacteroides_xylanisolvens	5
Lysobacter_alkalisoli	2
Brevundimonas_sp._M20	2
Echinicola_sp._LN3S3	4
Bacillus_ciccensis	13
Raoultella_electrica	8
Streptomyces_asterosporus	3
Stella_humosa	2
Candidatus_Nitrosopumilus_sp._SW	1
Salicibibacter_halophilus	6
Leisingera_aquaemixtae	4
Staphylococcus_arlettae	7
Nitrosomonas_stercoris	1
Lactococcus_sp._TMW21612	4
Lactococcus_sp._TMW21615	5
Weissella_hellenica	8
Bdellovibrio_sp._NC01	2
Bdellovibrio_sp._ZAP7	2
Leptospira_weilii	2
Lactococcus_sp._KACC_19320	6
Spirosoma_sp._KCTC_42546	3
Bacillus_sp._M4U3P1	7
Agrobacterium_sp._T29	4
Rhodoferax_sediminis	3
Changchengzhania_lutea	2
Shewanella_sp._YLB-08	12
Enterobacter_sp._18A13	8
Helicobacter_suis	2
Streptomyces_sp._RLB1-8	6
Streptomyces_sp._RLB3-17	6
Streptomyces_sp._S1A1-8	6
Streptomyces_sp._RLB1-9	6
Streptomyces_sp._S1D4-14	6
Dialister_hominis	5
Microbulbifer_sp._GL-2	4
Shewanella_sp._YLB-06	12
Ornithinimicrobium_sp._H23M54	2
Dolosigranulum_pigrum	4
Formosa_sediminum	4
Ferrovibrio_terrae	1
Thalassotalea_sp._PS06	6
Geobacillus_sp._E263	10
Catenovulum_sediminis	6
Radiobacillus_deserti	8
Nocardia_otitidiscaviarum	3
Chryseobacterium_sp._SNU_WT5	3
Microlunatus_sp._KUDC0627	1
Bacillus_sp._BD59S	7
Streptomyces_spectabilis	6
Chitinimonas_arctica	5
Methylacidiphilum_kamchatkense	1
Paraburkholderia_megapolitana	4
Rhodococcus_sp._WB9	4
Gordonia_sp._HY186	3
Tomitella_sp._HY188	4
Shewanella_donghaensis	10
Pseudomonas_sp._BJP69	7
Corynebacterium_sanguinis	4
Sporomusa_termitida	12
Gimesia_maris	2
Maioricimonas_rarisocia	2
Symmachiella_dynata	2
Gimesia_panareensis	2
Aeoliella_mucimassa	1
Bremerella_volcania	2
Polystyrenella_longa	2
Pirellulimonas_nuda	1
Lignipirellula_cremea	1
Rosistilla_oblonga	1
Aureliella_helgolandensis	2
Planctopirus_ephydatiae	2
Luteimonas_granuli	1
Staphylococcus_chromogenes	6
Sphingomonas_sp._XS-10	1
Salarchaeum_sp._JOR-1	1
Candidatus_Pelagibacter_sp._FZCC0015	1
Pantoea_dispersa	7
Micromonospora_sp._HM134	4
Litoreibacter_sp._LN3S51	3
Streptomyces_qinzhouensis	6
Mycoplasma_anserisalpingitidis	1.67
Arthrobacter_sp._UKPF54-2	5
Streptomyces_sp._WAC06273	6
Dickeya_poaceiphila	7
Sphingomonas_sp._HKS19	1
Devosia_ginsengisoli	1
Humibacter_sp._WJ7-1	2
Noviherbaspirillum_sp._UKPF54	3
Euhalothece_natronophila	2
Corynebacterium_sp._sy039	4
Nitratireductor_sp._SY7	1
Nesterenkonia_sp._NBAIMH1	2
Comamonas_sp._NLF-7-7	3
Novosphingobium_ginsenosidimutans	1
Pistricoccus_aurantiacus	4
Pseudobacter_ginsenosidimutans	2
Corynebacterium_nuruki	5
Baekduia_soli	1
Flavisolibacter_ginsenosidimutans	1
Mucilaginibacter_ginsenosidivorans	2
Panacibacter_ginsenosidivorans	1
Arachidicoccus_ginsenosidivorans	3
Mucilaginibacter_ginsenosidivorax	3
Pantoea_sp._CCBC3-3-1	7
Rickettsia_asiatica	1
Leptotrichia_trevisanii	5
Leptotrichia_wadei	5
Pseudoleptotrichia_goodfellowii	4
Leptotrichia_hofstadii	5
Leptotrichia_hongkongensis	5
Persicimonas_caeni	3
Antarcticibacterium_sp._PAMC_28998	3
Bacillus_dafuensis	11
Sphingomonas_sp._AE3	1
Youhaiella_tibetensis	2
Candidatus_Prometheoarchaeum_syntrophicum	1
Rhodanobacter_glycinis	2
Terriglobus_albidus	1
Malaciobacter_canalis	6
Enterococcus_sp._DA9	6
Methylobacterium_sp._WL1	5
Rhizobium_sp._WL3	3
Flavobacterium_alkalisoli	3
Ruania_sp._HY168	2
Serinicoccus_profundi	2
Salinibacterium_sp._dk2585	2
Desulfovibrio_sp._IOR2	4
Cellulomonas_sp._Y8	3
Chitinolyticbacter_meiyuanensis	4
Lactobacillus_malefermentans	5
Leuconostoc_pseudomesenteroides	4
Wolbachia_endosymbiont_of_Drosophila_ananassae	1
Anseongella_ginsenosidimutans	3
Methanothermobacter_sp._KEPCO-1	2
Atlantibacter_hermannii	7
Streptomyces_rochei	7
Roseimaritima_ulvae	1
Octadecabacter_sp._SW4	1
Chitinophaga_sp._XS-30	2
Spiroplasma_chinense	2
Aquisphaera_giovannonii	3
Mariniblastus_fucicola	1
Dermacoccus_abyssi	3
Gluconobacter_thailandicus	5
Pigmentiphaga_aceris	3
[Ruminococcus]_gnavus	5
Dolichospermum_sp._UHCC_0315A	5
Marinobacter_fonticola	3
Peptacetobacter_hiranonis	10
Thermococcus_sp._SY113	1
Crassaminicella_sp._SY095	11
Pedobacter_sp._CJ43	3
Wolbachia_endosymbiont_of_Chrysomya_megacephala	1
Olivibacter_sp._LS-1	4
Kushneria_phosphatilytica	4
Bosea_sp._F3-2	3
Limnoglobus_roseus	3
Microbacterium_sp._1S1	2
Enterobacter_sp._LU1	8
Cupriavidus_campinensis	4
Oryzomicrobium_terrae	3
Sphingobacterium_hotanense	4
Exiguobacterium_acetylicum	9
Bacillus_sp._AR4-2	14
Bacillus_sp._SH8-8	14
Bacillus_sp._JAS24-2	13
Chromobacterium_paludis	8
[Clostridium]_hylemonae	4
Sulfuracidifex_tepidarius	1
Leptotrichia_shahii	5
Mycobacterium_grossiae	2
Mycobacterium_sp._ELW1	2
Sphaerotilus_natans	4
Thiospirochaeta_perfilievii	7
Oceanispirochaeta_crateris	4
Halomonas_sp._Y2R2	5
Haemophilus_parahaemolyticus	6
Geobacter_sp._FeAm09	2
Labrys_sp._KNU-23	3
Lysinimonas_sp._KACC_19322	1
Acetobacter_sp._KACC_21233	5
Paenibacillus_antarcticus	12
Flavobacterium_nitrogenifigens	6
Francisella_marina	3
Glutamicibacter_sp._ZJUTW	6
Thermosynechococcus_sp._CL-1	1
Serinicoccus_marinus	2
Paenibacillus_sp._37	13
Bacillus_sp._BS98	15
Neptunomonas_concharum	5
Acinetobacter_sp._C16S1	6
Thermodesulfobacterium_sp._TA1	1
Methylomonas_rhizoryzae	3
Lactobacillus_nenjiangensis	5
Streptomyces_tendae	6
Roseomonas_mucosa	5
Pseudomonas_luteola	7
Lactobacillus_hilgardii	5
Lactobacillus_harbinensis	5
Streptomyces_alboniger	6
Streptomyces_prasinus	6
Streptomyces_viridifaciens	11
Streptomyces_kanamyceticus	6
Streptomyces_viridosporus	6
Streptomyces_subrutilus	7
Streptomyces_nitrosporeus	6
Streptomyces_galilaeus	6
Streptomyces_chartreusis	4.75
Streptomyces_platensis	7
Streptomyces_vinaceus	7
Streptomyces_coeruleorubidus	6
Empedobacter_brevis	7
Clostridium_diolis	14
Mesorhizobium_terrae	2
Flintibacter_sp._KGMB00164	3
Microbacterium_sp._ST-M6	2
Microbacterium_sp._L-031	2
Nitrincola_sp._KXZD1103	5
Streptococcus_sp._LPB0220	4
Roseovarius_indicus	1
Hymenobacter_baengnokdamensis	3
Hypericibacter_adhaerens	2
Hypericibacter_terrae	2
Nocardioides_sp._SB3-45	2
Streptococcus_ratti	5
Eikenella_exigua	4
Cellvibrio_sp._KY-YJ-3	5
Cellvibrio_sp._KY-GH-1	3
Neisseria_animalis	4
Neisseria_zalophi	4
Psychrobacillus_sp._AK_1817	10
Synechococcus_sp._RSCCF101	2
Pseudomonas_lalkuanensis	5
Pseudomonas_sp._C27(2019)	4
Pseudomonas_denitrificans_(nom._rej.)	4
Bacillus_wiedmannii	14
Arcobacter_cibarius	6
Pseudoalteromonas_ruthenica	7
Actinomadura_sp._WMMB_499	5
Paracoccus_pantotrophus	3
Lactobacillus_dextrinicus	5
Chryseobacterium_sp.	3
Halorussus_sp._ZS-3	2
Tepidiforma_bonchosmolovskayae	1
Skermanella_pratensis	6
Ornithinimicrobium_pratense	2
Lactobacillus_frumenti	4
'Acidithiobacillus_sp._''AMD_consortium'''	2
Streptomyces_coelicolor	6
Enterobacter_sp._E76	7
Moritella_marina	17
Borrelia_maritima	1
Bradyrhizobium_betae	1
Cronobacter_sp._JZ38	7
Ensifer_alkalisoli	3
Pseudobutyrivibrio_xylanivorans	5
Pradoshia_sp._D12	9
Psychrobacillus_glaciei	11
Deinococcus_sp._AJ005	3
Lactobacillus_graminis	6
Corynebacterium_sp._LMM-1652	3
Enterobacter_sichuanensis	8
Campylobacter_armoricus	3
Sulfurimonas_sp._NW10	4
Enterobacter_oligotrophicus	8
Bradyrhizobium_sp._SG09	1
Bradyrhizobium_sp._TM102	1
Pseudoalteromonas_sp._A25	9
Pseudomonas_sp._KUIN-1	5
Lacipirellula_parvula	1
Azospira_sp._I09	4
Lactobacillus_mali	6
Streptomyces_phaeolivaceus	6
Pseudomonas_sp._SCB32	6
Bacteroides_sp._HF-5141	5
Bacteroides_sp._HF-5287	5
Halomicrobium_sp._ZPS1	2
Ancylobacter_sp._TS-1	2
Sulfurimonas_sp._1-1N	4
Sulfurimonas_sp._GYSZ_1	4
Streptomyces_cinereoruber	6
Paracoccus_kondratievae	3
Tenacibaculum_mesophilum	5
Lactobacillus_vaginalis	5
Flavobacterium_haoranii	3
Paenibacillus_guangzhouensis	9
Paenibacillus_cellulositrophicus	9
Paenibacillus_brasilensis	11
Kosakonia_arachidis	7
Azotobacter_salinestris	6
Citrobacter_telavivum	7
Curtobacterium_flaccumfaciens	3
Roseivivax_sp._THAF197b	2
Marinobacter_sp._THAF197a	3
Mycobacterium_sp._THAF192	2
Labrenzia_sp._THAF191b	3
Labrenzia_sp._THAF191a	3
Vibrio_sp._THAF190c	13
Labrenzia_sp._THAF187b	3
Pseudomonas_sp._THAF187a	4
Vibrio_aquimaris	9
Labrenzia_sp._THAF82	3
Vibrio_sp._THAF64	11
Pseudomonas_sp._THAF42	4
Roseivivax_sp._THAF40	2
Marinobacter_sp._THAF39	3
Microbulbifer_sp._THAF38	5
Sulfitobacter_sp._THAF37	2
Roseivivax_sp._THAF30	2
Labrenzia_sp._THAF35	3
Ruegeria_sp._THAF33	3
Erythrobacter_sp._THAF29	1
Roseovarius_sp._THAF27	1
Halomonas_sp._THAF12	6
Bacillus_sp._THAF10	9
Roseovarius_sp._THAF9	1
Roseovarius_sp._THAF8	1
Halomonas_sp._THAF5a	4
Pseudoalteromonas_sp._THAF3	7
Maribius_sp._THAF1	2
Pseudomonas_sp._THAF7b	4
Microvirga_thermotolerans	2
Sphingomonas_ginsengisoli_An_et_al._2013	1
Shewanella_sp._YLB-09	17
Halioglobus_maricola	2
Natronorubrum_aibiense	5
Brevundimonas_sp._Bb-A	2
Lactobacillus_pontis	6
Luteimicrobium_xylanilyticum	3
Amycolatopsis_sp._YIM_10	4
Streptomyces_sp._SYP-A7193	6
Lactobacillus_fructivorans	4
Nonomuraea_nitratireducens	5
Pseudomonas_pelagia	3
Anabaena_sp._YBS01	2
Saccharothrix_syringae	4
Rhizobium_grahamii	4
Candidatus_Methylospira_mobilis	3
Streptomyces_fagopyri	6
Oceanihabitans_sp._IOP_32	4
Nocardioides_sp._dk884	4
Acinetobacter_wanghuae	7
Alistipes_sp._dk3624	2
Sphingobacterium_sp._dk4302	4
Sulfolobus_sp._E5-1-F	1
Brucella_sp._2280	3
Vibrio_sp._SM1977	9
Sulfolobus_sp._E11-6	1
Halomonas_sp._AM6	7
Halomicrobium_sp._LC1Hm	3
Raineyella_sp._CBA3103	3
Pantoea_eucalypti	7
Lactobacillus_gastricus	4
Pseudomonas_sp._CFSAN084952	6
Aeromicrobium_sp._MF47	2
Citrobacter_sp._H12-3-2	8
Kluyvera_intermedia	8
Citrobacter_sp._S40-1-2	8
Heliorestis_convoluta	2
Lysinibacillus_pakistanensis	11
Paenibacillus_sp._B01	8
Gracilibacillus_sp._SCU50	7
Litoricola_lipolytica	3
Agrobacterium_sp._MA01	3
Actinomarinicola_tropica	1
