	copy_number
Streptomyces_sp._SUK_48	7
Pseudactinotalea_sp._HY158	2
Lactococcus_petauri	5
Acidithiobacillus_thiooxidans	2
Thermochromatium_tepidum	3
Polaromonas_sp._Pch-P	1
Paenibacillus_xylanilyticus	13
Saccharopolyspora_coralli	4
Vibrio_navarrensis	10.75
Vibrio_metschnikovii	9
Vibrio_metoecus	10
Vibrio_cincinnatiensis	10
Vibrio_cidicii	11
Neisseria_brasiliensis	4
Salmonella_sp._HNK130	7
Komagataeibacter_oboediens	5
Micromonospora_terminaliae	3
Spiribacter_sp._2438	1
Bacillus_sp._N3536	10
Pantoea_sp._201603H	7
Vibrio_sp._THAF191d	11
Otariodibacter_oris	6
Methylocystis_parvus	2
Desulfosarcina_alkanivorans	2
Desulfosarcina_widdelii	2
Desulfosarcina_ovata	2
Halorhabdus_sp._CBA1104	1
Arthrobacter_sp._AQ5-05	6
Rhodococcus_sp._AQ5-07	5
Microlunatus_sp._Gsoil_973	1
Novosphingobium_sp._Gsoil_351	1
Tetrasphaera_sp._HKS02	1
Cellulosimicrobium_sp._BI34T	3
Vibrio_sp._THAF191c	11
Haloactinobacterium_sp._HY164	2
Sphingobium_sp._CAP-1	3
Gordonia_sp._135	4
Cellulomonas_sp._JZ18	3
Gimesia_benthica	2
Bacillus_sp._DSL-17	14
Paenibacillus_psychroresistens	8
Acidianus_ambivalens	1
Stygiolobus_azoricus	1
Sulfurisphaera_ohwakuensis	1
Gemella_sanguinis	4
Gemella_morbillorum	4
Capnocytophaga_sp._FDAARGOS_737	4
Staphylococcus_fleurettii	6.67
Spiroplasma_tabanidicola	1
Streptococcus_sp._116-D4	4
Commensalibacter_sp._ESL0284	4
Bombella_sp._ESL0368	4
Guyparkeria_halophila	2
Corynebacterium_sp._1959	4
Corynebacterium_sp._2019	5
Corynebacterium_sp._2039	6
Candidatus_Syntrophocurvum_alkaliphilum	3
Leclercia_sp._J807	8
Leclercia_sp._119287	8
Erwinia_sp._J780	7
Streptococcus_canis	5.83
Sphingomonas_sp._LMO-1	2
Lactobacillus_kefiri	5
Streptomyces_ficellus	6
Bacillus_luti	14
Bacillus_albus	14
Leclercia_sp._1106151	8
Proteus_cibarius	7
Flavihumibacter_sp._SB-02	2
Dietzia_sp._DQ12-45-1b	2
Casimicrobium_huifangae	2
Lysobacter_soli	2
Diaminobutyricimonas_sp._LJ205	2
Streptococcus_sp._CNU_G3	7
Permianibacter_aggregans	2
Bacillus_sp._ms-22	8
Haloplanus_rallus	2
Roseovarius_faecimaris	1
Pseudodesulfovibrio_sp._SRB007	3
Xanthomonas_hyacinthi	2
Salinibaculum_litoreum	2
Stappia_indica	2
Massilia_flava	6
Streptomyces_sp._QHH-9511	6
Paraburkholderia_sp._7Q-K02	7
Paraburkholderia_sp._DHF22	6
Myroides_sp._CJ210	6
Mycoplasma_sp._NEAQ87857	3
Streptococcus_sp._CNU_77-61	7
Terricaulis_silvestris	1
Streptomyces_broussonetiae	6
Paraglaciecola_sp._L1A13	5
Paraglaciecola_sp._L3A3	5
Polaribacter_sp._L3A8	5
Algibacter_sp._L1A34	4
Algibacter_sp._L3A6	4
Cobetia_sp._L2A1	6
Formosa_sp._L2A11	6
Cellulophaga_sp._L1A9	4
Myroides_phaeus	11
Streptomyces_libani	7
Serratia_sp._KUDC3025	7
Bacillus_sp._N1-1	9
Pseudomonas_mediterranea	5
Pseudomonas_sp._J380	6
Blochmannia_endosymbiont_of_Camponotus_nipponensis	1
Mannheimia_ovis	6
Yersinia_canariae	7
Colwellia_sp._20A7	7
Stenotrophomonas_sp._364	3
Streptomyces_sp._Tu_2975	6
Pelistega_sp._NLN63	3
Epidermidibacterium_keratini	1
Anoxybacillus_sp._PDR2	9
Streptomyces_sp._GF20	7
Streptomyces_sp._GS7	7
Streptomyces_sp._HF10	7
Rathayibacter_tanaceti	2
Rathayibacter_sp._VKM_Ac-2760	2
Rathayibacter_sp._VKM_Ac-2759	2
Rathayibacter_sp._VKM_Ac-2801	2
Rathayibacter_sp._VKM_Ac-2805	2
Halomonas_sp._BC-M4-5	4
Lactobacillus_sp._JM1	5
Pseudomonas_sp._R84	6
Pseudomonas_sp._S04	7
Pseudomonas_sp._R76	5
Eggerthella_sp._HF-1101	3
Halomonas_meridiana	6
Neorickettsia_findlayensis	1
Aquitalea_denitrificans	8
Gordonia_sp._JH63	3
Streptomyces_sp._HM190	6
Pontibacillus_sp._HMF3514	8
Bacillus_vietnamensis	11
Hydrogenophaga_sp._BPS33	2
Hydrogenophaga_sp._PBL-H3	2
Rhodococcus_sp._WAY2	4
Bacillus_sp._A260	14
Pseudomonas_sp._R32	6
Pseudomonas_sp._S19	7
Pseudomonas_sp._S34	7
Pseudomonas_sp._S35	6
Pseudomonas_sp._S49	6
Streptococcus_sp._DAT741	4
Streptomyces_sp._NHF165	6
Pseudomonas_sp._DTU12.1	6
Nostoc_sp._ATCC_53789	4
Rhodococcus_rhodochrous	4
Xanthomonas_cucurbitae	2
Mycoplasma_iowae	1
Sulfurimonas_sp._CVO	4
Coxiella_endosymbiont_of_Amblyomma_sculptum	1
Acinetobacter_gyllenbergii	6
Acinetobacter_dispersus	6
Kordia_antarctica	3
Microbulbifer_sp._ALW1	5
Thermoanaerobacterium_aotearoense	5
Serratia_sp._NGAS9	7
Citrobacter_sp._LUTT5	8
Klebsiella_sp._MPUS7	8
Bombella_sp._KACC_21507	5
Xylophilus_rhododendri	3
Bacillus_sp._AM1(2019)	9
Hymenobacter_sp._BT182	3
Paraglaciecola_mesophila	5
Pseudarthrobacter_sp._YJ56	5
Nibribacter_ruber	3
Sphingomonas_sp._C33	2
Salmonella_sp._S13	7
Mixta_intestinalis	7
Mixta_theicola	7
Granulicella_sp._WH15	1
Proteus_columbae	7
Methanothermobacter_sp._THM-1	2
Bergeyella_cardium	3
Methanothermobacter_sp._THM-2	2
Marisediminicola_antarctica	2
Bradyrhizobium_sp._CCBAU_051011	1
Actinomyces_sp._432	3
Microbulbifer_hydrolyticus	4
Bradyrhizobium_sp._LCT2	1
Chlamydia_suis	2
Cobetia_pacifica	7
Pontibacter_russatus	3
Anaerocolumna_sp._CBA3638	7
Candidatus_Chazhemtobacterium_aquaticus	1
Chromobacterium_haemolyticum	8
Athalassotoga_saccharophila	2
Mycobacterium_xenopi	2
Streptomyces_antimycoticus	6
Mycoplasma_felis	3
Methylosinus_sp._C49	3
Undibacterium_sp._KW1	4
Undibacterium_sp._YM2	4
Sulfuriferula_nivalis	3
Sulfuriferula_plumbiphila	2
Vibrio_taketomensis	12
Vibrio_panuliri	11
Vibrio_ponticus	6
Burkholderia_sp._THE68	6
Sinimarinibacterium_sp._NLF-5-8	2
Shewanella_sp._Arc9-LZ	11
Virgibacillus_sp._MSP4-1	9
Pontibacter_pudoricolor	4
Edaphobacter_sp._12200R-103	1
Mucilaginibacter_sp._14171R-50	2
Chitinophaga_sp._H33E-04	7
Cellulomonas_sp._H30R-01	2
Paenibacillus_lycopersici	11
Rhodocytophaga_rosea	3
Aminipila_sp._CBA3637	6
Paenibacillus_rhizovicinus	13
Staphylococcus_sp._MI_10-1553	6
Spiroplasma_sp._TIUS-1	1
Spiroplasma_sp._BIUS-1	1
Treponema_sp._OMZ_804	2
Streptomyces_sp._S4.7	6
Draconibacterium_sp._M1	2
Sphingomonas_insulae	3
Rhizobium_daejeonense	4
Paenibacillus_jilunlii	10
Streptomyces_sp._604F	7
Amedibacterium_intestinale	6
Rodentibacter_heylii	6
Vibrio_astriarenae	11
Caloranaerobacter_azorensis	6
Ancylobacter_pratisalsi	2
Rhizobium_oryzihabitans	4
Streptomyces_aureoverticillatus	6
Pseudomonas_sp._OIL-1	4
Megamonas_funiformis	6
Kineobactrum_salinum	2
Aminipila_butyrica	6
Haloferax_alexandrinus	1
Mycolicibacterium_parafortuitum	2
Mycolicibacterium_pulveris	2
Mycolicibacterium_tokaiense	2
Mycolicibacterium_moriokaense	2
Mycolicibacterium_aichiense	2
Mycobacterium_novum	3
Mycolicibacterium_duvalii	2
Mycobacterium_gallinarum	2
Mycolicibacterium_fallax	2
Mycolicibacter_terrae	2
Mycolicibacterium_alvei	2
Mycolicibacterium_mageritense	2
Mycobacterium_simiae	1
Mycolicibacterium_chitae	2
Mycobacterium_cookii	2
Mycolicibacterium_doricum	2
Mycolicibacterium_poriferae	2
Mycobacterium_shottsii	1
Mycobacterium_branderi	2
Mycolicibacterium_gadium	2
Mycobacterium_saskatchewanense	1
Mycolicibacterium_psychrotolerans	2
Mycolicibacter_hiberniae	2
Mycolicibacterium_madagascariense	2
Mycolicibacterium_confluentis	2
Mycobacterium_shinjukuense	1
Mycobacterium_conspicuum	1
Mycobacterium_florentinum	1
Mycobacterium_parmense	1
Mycobacterium_heidelbergense	1
Mycolicibacterium_aubagnense	2
Mycolicibacterium_phocaicum	2
Mycolicibacterium_boenickei	2
Mycobacterium_lacus	1
Mycolicibacterium_monacense	2
Mycobacterium_seoulense	1
Mycolicibacterium_insubricum	2
Mycobacterium_noviomagense	2
Mycobacterium_paraseoulense	1
Mycolicibacterium_litorale	2
Mycobacterium_stomatepiae	1
Mycolicibacterium_sediminis	2
Mycolicibacter_minnesotensis	2
Mycobacterium_mantenii	1
Mycolicibacterium_celeriflavum	2
Mycolicibacterium_arabiense	2
Mycolicibacillus_koreensis	2
Mycolicibacterium_anyangense	2
Mycolicibacterium_sarraceniae	2
Mycolicibacterium_helvum	2
Brevibacillus_sp._7WMA2	12
Providencia_vermicola	7
Lactobacillus_iners	5.86
Caulobacter_rhizosphaerae	2
Halomonas_socia	4
Azoarcus_sp._M9-3-2	3
Bacillus_sp._LUNF1	9
Spartinivicinus_ruber	4
Corynebacterium_sp._MC1420	4
Corynebacterium_sp._ZJ-599	4
Schaalia_sp._ZJ405	3
Caballeronia_sp._SBC2	5
Pseudomonas_psychrophila	8
Pseudohalocynthiibacter_aestuariivivens	1
Sphingomonas_sp._MK52	2
Pseudomonas_nitroreducens	5
Roseimicrobium_sp._ORNL1	2
'Brevundimonas_sp._''scallop'''	2
Providencia_sp._1701011	7
Providencia_sp._1701091	7
Providencia_sp._1709051003	7
Kingella_kingae	4
Proteus_sp._ZN5	7
Rhizobium_pseudoryzae	4
Microbacterium_sp._4R-513	2
Nocardioides_anomalus	1
Sphingobacterium_lactis	4
Nordella_sp._HKS_07	2
Rhizobium_rhizoryzae	5
Microbacterium_amylolyticum	2
Microbacterium_endophyticum	2
Altererythrobacter_sp._BO-6	1
Sphingosinithalassobacter_sp._zrk23	1
Bradyrhizobium_sp._6(2017)	1
Chryseobacterium_sp._POL2	5
Sphingobacterium_sp._DR205	7
Flavobacterium_sp._Sr18	5
Vibrio_sp._ZWAL4003	10
Brevundimonas_mediterranea	2
Succinivibrio_dextrinosolvens	7
Candidatus_Kuenenia_stuttgartiensis	1
Muricauda_sp._501str8	2
Bacillus_sp._Cs-700	9
Apibacter_sp._B2966	3
Apibacter_sp._B3706	3
Jeotgalibaca_arthritidis	6
Shewanella_chilikensis	8
Thermosulfuriphilus_ammonigenes	1
Methylobacterium_sp._NI91	5
Methylobacterium_sp._CLZ	5
Leclercia_sp._29361	8
Monaibacterium_sp._ALG8	2
Jeotgalibaca_porci	6
Dysgonomonas_sp._HDW5B	4
Dysgonomonas_sp._HDW5A	4
Leucobacter_sp._HDW9C	2
Nocardioides_sp._HDW12B	2
Erysipelothrix_sp._HDW6C	5
Nocardioides_sp._HDW12A	2
Sphingomonas_sp._HDW15B	1
Lysobacter_sp._HDW10	1
Sanguibacter_sp._HDW7	3
Erysipelothrix_sp._HDW6B	8
Sphingomonas_sp._HDW15A	1
Sphingomonas_sp._HDW15C	1
Thermomonas_sp._HDW16	2
Pedobacter_sp._HDW13	4
Acidovorax_sp._HDW3	3
Vagococcus_sp._HDW17A	5
Vagococcus_sp._HDW17B	8
Weissella_sp._HDW19	5
Diaphorobacter_sp._HDW4B	4
Hymenobacter_sp._HDW8	3
Diaphorobacter_sp._HDW4A	4
Vibrio_sp._HDW18	8
Microbulbifer_sp._SH-1	4
Leucobacter_sp._HDW9B	2
Leucobacter_sp._HDW9A	2
Phycicoccus_sp._HDW14	1
Streptococcus_sp._CNU_G2	7
Pusillimonas_sp._DMV24BSW_D	3
Hydrogenophaga_sp._BA0156	2
Propioniciclava_sp._HDW11	2
Enterococcus_saigonensis	6
Pseudomonas_otitidis	4
Thiosulfativibrio_zosterae	3
Thiosulfatimonas_sediminis	4
Bacillus_sp._KH172YL63	10
Erysipelothrix_sp._HDW6A	3
Mameliella_alba	3
Nitrospira_sp._KM1	1
Adlercreutzia_sp._8CFCBH1	3
Nocardioides_sp._ZJ1313	4
Frederiksenia_canicola	6
Mannheimia_granulomatis	6
Basfia_succiniciproducens	6
Brevibacterium_luteolum	2
Rubrobacter_sp._SCSIO_52909	1
Rubrobacter_sp._SCSIO_52915	1
Caballeronia_sp._SBC1	5
Acinetobacter_shaoyimingii	7
Acinetobacter_lanii	8
Haloarcula_sp._JP-L23	3
Bradyrhizobium_sp._1(2017)	1
Citrobacter_sp._Y3	7
Spirosoma_aureum	3
Komagataeibacter_rhaeticus	1
Brevibacterium_sp._WO024	4
Brevibacterium_sp._YB235	4
Brevibacterium_sp._o2	4
Streptomyces_sp._VN1	6
Streptomyces_sp._QMT-12	6
Orbus_sp._IPMB12	4
Microbacterium_sp._HY82	2
Microbacterium_sp._HY60	2
Salinibacterium_sp._ZJ70	2
Salinibacterium_sp._ZJ450	2
Actinomyces_sp._zg-332	3
Bosea_sp._ANAM02	2
Legionella_sp._TUM19329	3
Phytohabitans_flavus	2
Phytohabitans_suffuscus	2
Sulfurimicrobium_lacus	2
Salinivibrio_costicola	9
Shewanella_aestuarii	8
Tolypothrix_sp._PCC_7910	5
Kocuria_sp._KD4	3
Sulfurospirillum_sp._ACSTCE	2
Sulfurospirillum_sp._ACSDCE	3
Leeuwenhoekiella_sp._ZYFB001	3
Nonlabens_sp._SY33080	3
Nocardia_arthritidis	3
Paracoccus_sp._AK26	3
Streptomyces_sp._DSM_40868	6
Raoultella_terrigena	8
Wolbachia_endosymbiont_of_Brugia_pahangi	1
Streptomyces_antibioticus	6
Salinadaptatus_halalkaliphilus	1
Yokenella_regensburgei	7
Bacteroides_sp._CBA7301	5
Mycoplasma_gallinaceum	3.5
Sulfolobus_sp._S-194	1
Allofrancisella_frigidaquae	3
Allofrancisella_inopinata	3
Francisella_sp._LA112445	3
Bacillus_tequilensis	10
[Clostridium]_innocuum	5
Nocardioides_sp._JQ2195	2
Rhodococcus_sp._DMU1	4
Hymenobacter_russus	3
Streptomyces_sp._RPA4-2	6
Streptomyces_sp._RLB1-33	6
Chryseobacterium_sp._NEB161	4
Streptomyces_sp._S1D4-11	6
Candidatus_Pelagibacter_giovannonii	1
Mobilicoccus_sp._NJES-13	3
Wolbachia_endosymbiont_of_Ctenocephalides_felis_wCfeT	1
Wolbachia_endosymbiont_of_Ctenocephalides_felis_wCfeJ	1
Saccharopolyspora_sp._ASAGF58	5
Oxynema_sp._AP17	5
Ferrimonas_sp._S7	11
Thalassobius_gelatinovorus	3
Bermanella_marisrubri	3
Leifsonia_sp._PS1209	2
Romboutsia_sp._CE17	16
Thermosulfurimonas_marina	1
Halomonas_piezotolerans	6
Pectobacterium_punjabense	7
Limnospira_fusiformis	2
Chitinophaga_sp._1310	6
Chitinophaga_sp._1303	5
Acinetobacter_sp._NEB149	7
Pseudodesulfovibrio_sp._zrk46	4
Sphingorhabdus_sp._JK6	1
Mycoplasma_sp._1654_15	1
Citrobacter_sp._TSA-1	8
Enterobacteriaceae_endosymbiont_of_Plateumaris_pusilla	2
Arcanobacterium_sp._2701	4
Enterobacteriaceae_endosymbiont_of_Macroplea_mutica	2
Bacillus_sp._HNA3	9
Escherichia_sp._SCLE84	7
Polaromonas_vacuolata	6
Pseudomonas_umsongensis	7
Bacillus_mojavensis	6.33
Paenibacillus_sp._UniB2	8
Paracoccus_sanguinis	2
Pseudomonas_sp._TUM18999	4
Methylococcus_sp._IM1	2
Pseudomonas_sp._gcc21	4
'Brevibacterium_sp._''Marine'''	4
Marinobacterium_sp._LSUCC0821	3
Pyruvatibacter_mobilis	1
Spirosoma_sp._CJU-R4	3
Cohnella_sp._MFER-1	7
Mucilaginibacter_sp._F39-2	3
Duganella_sp._AF9R3	7
Duganella_sp._GN2-R2	7
Bradyrhizobium_elkanii	1
Campylobacter_sp._CFSAN093246	3
Campylobacter_sp._CFSAN093241	3
Campylobacter_sp._CFSAN093256	3
Campylobacter_sp._CFSAN093259	3
Campylobacter_sp._CFSAN093260	3
Campylobacter_sp._CFSAN093224	3
Campylobacter_sp._CFSAN093226	3
Campylobacter_sp._CFSAN093227	2
Campylobacter_sp._CFSAN093238	3
Luteolibacter_sp._G-1-1-1	2
Phytobacter_diazotrophicus	7
Cellulomonas_sp._40-2	3
Roseobacter_ponti	1
Mycoplasma_sp._Phocoena_C-264-GEN	2
Mycoplasma_sp._C264-NAS	3
Pseudomonas_sp._ADAK22	5
Pseudomonas_sp._ADAK7	6
Pseudomonas_sp._ADAK18	5
Pseudomonas_sp._ADAK13	5
Pseudomonas_sp._ADAK21	6
Pseudomonas_sp._ADAK2	6
Pseudomonas_sp._ADAK20	6
Bacillus_sp._CS13	8
Pseudomonas_multiresinivorans	5
Starkeya_sp._ORNL1	2
Gordonia_ajococcus	3
Nonlabens_sp._Ci31	3
Pseudomonas_sp._SK	7
Sphingomonas_lacunae	1
Halomonas_sp._PGE1	4
Limnobacter_sp._SAORIC-580	2
Gemmatimonas_sp._TET16	2
Mycoplasma_sp._Mirounga_ES2806-GEN	2
Mycoplasma_sp._Mirounga_ES2806-NAS	2
Streptomyces_sp._Z423-1	6
Streptomyces_sp._jing01	6
Turicibacter_sanguinis	8
Streptomyces_cacaoi	6
Aeromonas_sp._2692-1	10
Aeromonas_sp._1805	10
Desulfovibrio_marinus	2
Herbiconiux_sp._SALV-R1	2
Sphingomonas_sp._AP4-R1	2
Salmonella_sp._SCFS4	7
Cellulosimicrobium_sp._72-3	3
Spirosoma_sp._TS118	4
Frigoriglobus_tundricola	2
Hymenobacter_sp._TS19	4
Diaphorobacter_sp._JS3050	3
Vibrio_europaeus	9.5
Pseudonocardia_sp._Gen01	2
Candidatus_Nitrotoga_sp._AM1P	2
Mesorhizobium_erdmanii	2
Mesorhizobium_sp._NZP2077	2
Mesorhizobium_sp._NZP2234	2
Mesorhizobium_jarvisii	2
Mesorhizobium_sp._NZP2298	2
Actinomyces_sp._zg-325	3
Thermoleptolyngbya_sp._PKUAC-SCTA183	2
Nocardioides_sp._zg-579	3
Arcobacter_aquimarinus	5
Campylobacter_canadensis	4
Pseudoarcobacter_acticola	6
Actinomyces_sp._ZJ34	3
Pseudomonas_sp._S1-A32-2	3
Arthrobacter_citreus	13
Arthrobacter_sp._NEB_688	2
Pseudomonas_graminis	5
Campylobacter_ornithocola	3
Arcobacter_lanthieri	5
Campylobacter_corcagiensis	3
Arcobacter_venerupis	6
Campylobacter_geochelonis	3
Aliarcobacter_faecis	5
Arcobacter_defluvii	5
Halarcobacter_ebronensis	3
Campylobacter_blaseri	3
Arcobacter_cloacae	5
Campylobacter_sp._CCUG_57310	3
Buttiauxella_agrestis	8
Hymenobacter_sp._BRD67	3
Hymenobacter_sp._BRD128	3
Pseudomonas_sp._B14-6	6
Erythrobacter_mangrovi	1
Tenuifilum_thalassicum	3
Kroppenstedtia_pulmonis	4
Halorubrum_sp._RHB-C	2
Achromobacter_pestifer	4
Abiotrophia_defectiva	4
Kroppenstedtia_eburnea	4
Thiomicrorhabdus_sp._G2	3
Yersinia_mollaretii	7
Poseidonibacter_lekithochrous	8
Candidatus_Aquiluna_sp._15G-AUS-rot	1
Mucilaginibacter_sp._G2-14	2
Pseudomonas_sp._MPDS	5
Flavobacterium_sp._M31R6	5
Deefgea_sp._D17	8
Pseudomonas_rhodesiae	5
Pseudomonas_sp._14181154	7
Pseudomonas_sp._13159349	7
Polynucleobacter_sp._MWH-UH21B	1
Polynucleobacter_sp._LimPoW16	1
Rhodoferax_sp._BAB1	2
Conexivisphaera_calida	1
Hydrogenovibrio_marinus	3
Methyloligella_sp._GL2	1
Candidatus_Ruthia_endofausta	1
Candidatus_Reidiella_endopervernicosa	1
Pseudomonas_sp._FDAARGOS_761	4
Acinetobacter_sp._10FS3-1	7
Nostoc_sp._TCL240-02	4
Metallosphaera_tengchongensis	1
Sphingomonas_sp._CL5.1	2
Paenibacillus_cellulosilyticus	13
Azospirillum_oryzae	8
Paenibacillus_barcinonensis	12
Pseudomonas_sp._L22-9	5
Mycoplasma_sp._OR1901	3
Rhodococcus_sp._W8901	5
Oricola_thermophila	1
Acidovorax_sp._16-35-5	9
Pseudomonas_sp._43A	6
Amycolatopsis_sp._Hca4	4
Streptomyces_harbinensis	5
Streptomyces_sp._NA02950	6
Streptomyces_sp._NA02536	6
Streptomyces_sp._NA04227	6
Verrucosispora_sp._NA02020	3
Kitasatospora_sp._NA04385	9
Actinomadura_sp._NAK00032	5
Nocardiopsis_flavescens	2
Streptomyces_buecherae	6
Stenotrophomonas_sp._NA06056	4
Streptomyces_sp._NA03103	6
Wolbachia_endosymbiont_of_Litomosoides_sigmodontis	1
Wolbachia_endosymbiont_of_Dirofilaria_(Dirofilaria)_immitis	1
Wolbachia_endosymbiont_of_Cruorifilaria_tuberocauda	1
Wolbachia_endosymbiont_of_Dipetalonema_caudispina	1
Agrobacterium_sp._CGMCC_11546	4
Aquimarina_sp._TRL1	5
Microbulbifer_sp._YPW1	4
Planomicrobium_glaciei	9
Janthinobacterium_lividum	8
Campylobacter_upsaliensis	3
Marinomonas_primoryensis	8
Lentibacillus_sp._CBA3610	6
Sphingomonas_sp._HMP6	2
Sphingomonas_sp._HMP9	4
Acinetobacter_sp._NEB_394	7
Shigella_sonnei	7
Pseudomonas_sp._NP-1	8
Spirosoma_sp._KUDC1026	4
Enterobacter_sp._DSM_30060	8
Desulfovibrio_sulfodismutans	2
Desulfolutivibrio_sulfoxidireducens	2
Streptomyces_violascens	7
Bisgaardia_hudsonensis	6
Pasteurella_skyensis	4
Mannheimia_sp._17CN0883	6
Mannheimia_sp._16CN0041	6
Parasphingopyxis_sp._CP4	1
Parasphingopyxis_algicola	1
Methanolobus_zinderi	2
Bartonella_alsatica	2
Flavobacterium_sp._P2-65	5
Flavobacterium_sp._I3-2	10
Micromonospora_carbonacea	4
Natronomonas_sp._C90	1
Natronomonas_sp._YPL13	1
Galbibacter_sp._BG1	3
Pseudoalteromonas_shioyasakiensis	8
Veillonella_nakazawae	4
Paenibacillus_sp._URB8-2	10
Nostoc_sp._C052	3
Nostoc_sp._C057	4
Nostoc_sp._TCL26-01	4
Lactobacillus_rossiae	4
Streptomyces_rectiverticillatus	7
Francisella_sp._Scap27	3
Pseudoalteromonas_sp._Scap25	8
Shewanella_sp._Scap07	8
Pseudoalteromonas_sp._Scap06	8
Kocuria_sp._TGY1120_3	3
Kocuria_sp._TGY1127_2	3
Winogradskyella_forsetii	2
Winogradskyella_schleiferi	2
Winogradskyella_helgolandensis	3
Streptococcus_sp._oral_taxon_061	4
Actinomyces_sp._oral_taxon_169	3
Capnocytophaga_sp._oral_taxon_902	4
Pseudomonas_sp._ABC1	4
Deinococcus_sp._D7000	3
Halobonum_sp._Gai3-2	1
Streptomyces_sp._CB04723	7
Costertonia_aggregata	3
Haloterrigena_sp._YPL8	2
Halobonum_sp._NJ-3-1	1
Pseudomonas_sp._DS1	1
Chitinibacter_sp._2T18	8
Nitrosopumilus_cobalaminigenes	1
Nitrosopumilus_oxyclinae	1
Nitrosopumilus_ureiphilus	1
Candidatus_Nitrosotenuis_sp._DW1	1
Nitrosarchaeum_sp._AC2	1
Pseudomonas_sediminis	4
Pseudomonas_sp._B11D7D	4
Streptomyces_sp._Rer75	6
Chryseoglobus_indicus	1
Halosimplex_rubrum	2
Halosimplex_pelagicum	2
Campylobacter_sp._CGEMS	2
Chitinibacter_fontanus	7
Streptomyces_sp._NEAU-sy36	6
Pseudoalteromonas_sp._JSTW	8
Paraburkholderia_sp._PGU16	6
Paraburkholderia_sp._PGU19	7
Natrinema_sp._YPL30	3
Citrobacter_sp._172116965	8
Wolbachia_endosymbiont_of_Diaphorina_citri	1
Martelella_sp._NC18	2
Martelella_sp._NC20	2
Arsenophonus_endosymbiont_of_Aphis_craccivora	6
Staphylococcus_sp._17KM0847	6
Mycobacterium_gordonae	1
Nocardioides_marinisabuli	3
Nocardioides_ungokensis	2
Sulfitobacter_pontiacus	3
Lactobacillus_sp._3B(2020)	5
Lactobacillus_saerimneri	6
Empedobacter_falsenii	7
Ensifer_mexicanus	3
Enterobacter_sp._RHBSTW-00975	8
Citrobacter_sp._RHBSTW-00944	8
Nocardioides_sp._MC1495	3
Citrobacter_sp._RHBSTW-00976	8
Citrobacter_sp._RHBSTW-00903	8
Citrobacter_sp._RHBSTW-00887	8
Citrobacter_sp._RHBSTW-00881	8
Citrobacter_sp._RHBSTW-00859	8
Citrobacter_sp._RHBSTW-00821	8
Citrobacter_sp._RHBSTW-00696	8
Klebsiella_sp._RHBSTW-00464	8
Citrobacter_sp._RHBSTW-00446	8
Citrobacter_sp._RHBSTW-00678	8
Citrobacter_sp._RHBSTW-00570	8
Citrobacter_sp._RHBSTW-00424	8
Nocardia_sp._WCH-YHL-001	4
Citrobacter_sp._RHBSTW-00667	8
Citrobacter_sp._RHBSTW-00628	8
Citrobacter_sp._RHBSTW-00535	8
Citrobacter_sp._RHBSTW-00524	8
Enterobacter_sp._RHBSTW-00422	8
Bdellovibrio_sp._KM01	2
Clostridium_intestinale	9
Citrobacter_sp._RHBSTW-01044	8
Citrobacter_sp._RHBSTW-01013	8
Enterobacter_sp._RHBSTW-00994	8
Citrobacter_sp._RHBSTW-00986	8
Citrobacter_sp._RHBSTW-00599	8
Enterobacter_sp._RHBSTW-00593	8
Citrobacter_sp._RHBSTW-00229	8
Citrobacter_sp._RHBSTW-00137	8
Citrobacter_sp._RHBSTW-00127	8
Citrobacter_sp._RHBSTW-00107	8
Citrobacter_sp._RHBSTW-00053	8
Citrobacter_sp._RHBSTW-00021	8
Citrobacter_sp._RHBSTW-00017	8
Citrobacter_sp._RHB36-C18	8
Citrobacter_sp._RHB35-C21	8
Citrobacter_sp._RHB35-C17	7
Burkholderia_sp._MBR-1	6
Citrobacter_sp._RHB25-C09	7
Bacteroides_sp._CACC_737	4
Flavobacterium_sp._xlx-214	6
Citrobacter_sp._RHB21-C05	7
Citrobacter_sp._RHB21-C01	7
Citrobacter_sp._RHB20-C16	7
Citrobacter_sp._RHB20-C15	7
Enterobacter_sp._RHB15-C17	8
Nostoc_edaphicum	3
Chryseobacterium_sp._cx-624	3
Arcanobacterium_sp._JY-X040	3
Actinotalea_sp._JY-7876	2
Bacillus_haynesii	8
Planococcus_dechangensis	9
Alysiella_filiformis	6
Conchiformibius_steedae	4
Neisseria_wadsworthii	4
Neisseria_sicca	4
Neisseria_shayeganii	4
Kingella_oralis	4
Neisseria_dentiae	4
Neisseria_bacilliformis	4
Lactobacillus_sp._NFFJ11	4
Aureimonas_sp._LMG_31693	2
Mycoplasma_tullyi	2
Lactobacillus_suantsaii	6
Schaalia_sp._JY-X169	2
Flaviflexus_sp._dk850	4
Staphylococcus_lentus	6
Adhaeribacter_radiodurans	3
Paenarthrobacter_ureafaciens	6
Pseudomonas_migulae	7
Comamonas_koreensis	5
Pectinatus_frisingensis	4
Devosia_sp._D6-9	2
Vibrio_spartinae	8
Granulicella_sp._5B5	1
Stenotrophomonas_sp._SXG-1	4
Streptomyces_sp._SCUT-3	7
Brucella_sp._BO3	3
Streptacidiphilus_sp._P02-A3a	9
Streptacidiphilus_sp._PB12-B1b	9
